size_bucket,wallet_count,wallet_pct,wallet_type,wealth_bucket,block
5,31,0.0529,CA,1–100,19993250
6–10,55,0.0938,CA,1–100,19993250
1,927,39.7342,CA,">100,000",19993250
11–20,17,0.7287,CA,">100,000",19993250
2,1085,46.5066,CA,">100,000",19993250
21–50,8,0.3429,CA,">100,000",19993250
3,183,7.844,CA,">100,000",19993250
4,50,2.1432,CA,">100,000",19993250
5,22,0.943,CA,">100,000",19993250
51–100,5,0.2143,CA,">100,000",19993250
6–10,36,1.5431,CA,">100,000",19993250
0,41725,0.5358,EOA,0–1,19993250
1,7146740,91.7647,EOA,0–1,19993250
11–20,2515,0.0323,EOA,0–1,19993250
2,443469,5.6942,EOA,0–1,19993250
21–50,589,0.0076,EOA,0–1,19993250
3,93015,1.1943,EOA,0–1,19993250
4,31389,0.403,EOA,0–1,19993250
5,14744,0.1893,EOA,0–1,19993250
51–100,140,0.0018,EOA,0–1,19993250
6–10,13659,0.1754,EOA,0–1,19993250
>100,131,0.0017,EOA,0–1,19993250
1,692588,46.1844,EOA,"1,000–10,000",19993250
11–20,43586,2.9065,EOA,"1,000–10,000",19993250
2,283601,18.9116,EOA,"1,000–10,000",19993250
21–50,8722,0.5816,EOA,"1,000–10,000",19993250
3,162888,10.862,EOA,"1,000–10,000",19993250
4,102582,6.8406,EOA,"1,000–10,000",19993250
5,68776,4.5862,EOA,"1,000–10,000",19993250
51–100,498,0.0332,EOA,"1,000–10,000",19993250
6–10,136223,9.0839,EOA,"1,000–10,000",19993250
>100,149,0.0099,EOA,"1,000–10,000",19993250
1,170870,39.001,EOA,"10,000–100,000",19993250
11–20,29042,6.6288,EOA,"10,000–100,000",19993250
2,73891,16.8656,EOA,"10,000–100,000",19993250
21–50,9840,2.246,EOA,"10,000–100,000",19993250
3,43828,10.0037,EOA,"10,000–100,000",19993250
4,30672,7.0009,EOA,"10,000–100,000",19993250
5,22348,5.1009,EOA,"10,000–100,000",19993250
51–100,904,0.2063,EOA,"10,000–100,000",19993250
6–10,56485,12.8927,EOA,"10,000–100,000",19993250
>100,237,0.0541,EOA,"10,000–100,000",19993250
1,2774859,70.0779,EOA,"100–1,000",19993250
11–20,18487,0.4669,EOA,"100–1,000",19993250
2,626038,15.8103,EOA,"100–1,000",19993250
21–50,3175,0.0802,EOA,"100–1,000",19993250
3,254045,6.4158,EOA,"100–1,000",19993250
4,122264,3.0877,EOA,"100–1,000",19993250
5,65929,1.665,EOA,"100–1,000",19993250
51–100,214,0.0054,EOA,"100–1,000",19993250
6–10,94571,2.3884,EOA,"100–1,000",19993250
>100,95,0.0024,EOA,"100–1,000",19993250
1,11118601,85.9632,EOA,1–100,19993250
11–20,11213,0.0867,EOA,1–100,19993250
2,1269467,9.8149,EOA,1–100,19993250
21–50,2238,0.0173,EOA,1–100,19993250
3,306041,2.3661,EOA,1–100,19993250
4,113258,0.8757,EOA,1–100,19993250
5,52287,0.4043,EOA,1–100,19993250
51–100,193,0.0015,EOA,1–100,19993250
6–10,60727,0.4695,EOA,1–100,19993250
>100,112,0.0009,EOA,1–100,19993250
1,55822,48.5565,EOA,">100,000",19993250
11–20,5354,4.6572,EOA,">100,000",19993250
2,20921,18.198,EOA,">100,000",19993250
21–50,2680,2.3312,EOA,">100,000",19993250
3,9587,8.3392,EOA,">100,000",19993250
4,6192,5.3861,EOA,">100,000",19993250
5,4037,3.5116,EOA,">100,000",19993250
51–100,478,0.4158,EOA,">100,000",19993250
6–10,9585,8.3375,EOA,">100,000",19993250
>100,307,0.267,EOA,">100,000",19993250
0,11,0.0046,CA,0–1,20207949
1,238092,99.1327,CA,0–1,20207949
11–20,6,0.0025,CA,0–1,20207949
2,1942,0.8086,CA,0–1,20207949
21–50,1,0.0004,CA,0–1,20207949
3,54,0.0225,CA,0–1,20207949
4,22,0.0092,CA,0–1,20207949
5,12,0.005,CA,0–1,20207949
6–10,35,0.0146,CA,0–1,20207949
1,20973,93.4293,CA,"1,000–10,000",20207949
11–20,15,0.0668,CA,"1,000–10,000",20207949
2,1032,4.5973,CA,"1,000–10,000",20207949
21–50,3,0.0134,CA,"1,000–10,000",20207949
3,208,0.9266,CA,"1,000–10,000",20207949
4,97,0.4321,CA,"1,000–10,000",20207949
5,44,0.196,CA,"1,000–10,000",20207949
6–10,76,0.3386,CA,"1,000–10,000",20207949
1,5165,77.9623,CA,"10,000–100,000",20207949
11–20,24,0.3623,CA,"10,000–100,000",20207949
2,1143,17.2528,CA,"10,000–100,000",20207949
21–50,6,0.0906,CA,"10,000–100,000",20207949
3,134,2.0226,CA,"10,000–100,000",20207949
4,51,0.7698,CA,"10,000–100,000",20207949
5,37,0.5585,CA,"10,000–100,000",20207949
6–10,65,0.9811,CA,"10,000–100,000",20207949
1,13256,90.4291,CA,"100–1,000",20207949
11–20,11,0.075,CA,"100–1,000",20207949
2,1067,7.2788,CA,"100–1,000",20207949
21–50,1,0.0068,CA,"100–1,000",20207949
3,166,1.1324,CA,"100–1,000",20207949
4,73,0.498,CA,"100–1,000",20207949
5,28,0.191,CA,"100–1,000",20207949
6–10,57,0.3888,CA,"100–1,000",20207949
1,57734,96.9358,CA,1–100,20207949
11–20,6,0.0101,CA,1–100,20207949
2,1546,2.5957,CA,1–100,20207949
3,136,0.2283,CA,1–100,20207949
4,46,0.0772,CA,1–100,20207949
5,34,0.0571,CA,1–100,20207949
6–10,57,0.0957,CA,1–100,20207949
1,808,37.529,CA,">100,000",20207949
11–20,16,0.7431,CA,">100,000",20207949
2,1039,48.2582,CA,">100,000",20207949
21–50,8,0.3716,CA,">100,000",20207949
3,174,8.0817,CA,">100,000",20207949
4,47,2.183,CA,">100,000",20207949
5,21,0.9754,CA,">100,000",20207949
51–100,5,0.2322,CA,">100,000",20207949
6–10,35,1.6256,CA,">100,000",20207949
0,41726,0.5097,EOA,0–1,20207949
1,7491648,91.5197,EOA,0–1,20207949
11–20,2970,0.0363,EOA,0–1,20207949
2,479602,5.8589,EOA,0–1,20207949
21–50,731,0.0089,EOA,0–1,20207949
3,102895,1.257,EOA,0–1,20207949
4,34621,0.4229,EOA,0–1,20207949
5,16149,0.1973,EOA,0–1,20207949
51–100,169,0.0021,EOA,0–1,20207949
6–10,15165,0.1853,EOA,0–1,20207949
>100,151,0.0018,EOA,0–1,20207949
1,606719,44.9649,EOA,"1,000–10,000",20207949
11–20,45914,3.4028,EOA,"1,000–10,000",20207949
2,248548,18.4203,EOA,"1,000–10,000",20207949
21–50,9977,0.7394,EOA,"1,000–10,000",20207949
3,145514,10.7843,EOA,"1,000–10,000",20207949
4,94287,6.9878,EOA,"1,000–10,000",20207949
5,64259,4.7623,EOA,"1,000–10,000",20207949
51–100,603,0.0447,EOA,"1,000–10,000",20207949
6–10,133332,9.8815,EOA,"1,000–10,000",20207949
>100,163,0.0121,EOA,"1,000–10,000",20207949
1,155452,40.5074,EOA,"10,000–100,000",20207949
11–20,25274,6.5859,EOA,"10,000–100,000",20207949
2,64056,16.6916,EOA,"10,000–100,000",20207949
21–50,8965,2.3361,EOA,"10,000–100,000",20207949
3,37017,9.6458,EOA,"10,000–100,000",20207949
4,25805,6.7242,EOA,"10,000–100,000",20207949
5,18646,4.8587,EOA,"10,000–100,000",20207949
51–100,922,0.2403,EOA,"10,000–100,000",20207949
6–10,47379,12.3459,EOA,"10,000–100,000",20207949
>100,246,0.0641,EOA,"10,000–100,000",20207949
1,2584020,68.5338,EOA,"100–1,000",20207949
11–20,21845,0.5794,EOA,"100–1,000",20207949
2,600852,15.9359,EOA,"100–1,000",20207949
21–50,3627,0.0962,EOA,"100–1,000",20207949
3,255081,6.7653,EOA,"100–1,000",20207949
4,127688,3.3866,EOA,"100–1,000",20207949
5,70953,1.8818,EOA,"100–1,000",20207949
51–100,260,0.0069,EOA,"100–1,000",20207949
6–10,106008,2.8116,EOA,"100–1,000",20207949
>100,99,0.0026,EOA,"100–1,000",20207949
1,11253602,85.1859,EOA,1–100,20207949
11–20,12704,0.0962,EOA,1–100,20207949
2,1350439,10.2224,EOA,1–100,20207949
21–50,2534,0.0192,EOA,1–100,20207949
3,335551,2.54,EOA,1–100,20207949
4,126438,0.9571,EOA,1–100,20207949
5,59085,0.4473,EOA,1–100,20207949
51–100,213,0.0016,EOA,1–100,20207949
6–10,69954,0.5295,EOA,1–100,20207949
>100,115,0.0009,EOA,1–100,20207949
1,52780,50.4203,EOA,">100,000",20207949
11–20,4337,4.1431,EOA,">100,000",20207949
2,19338,18.4734,EOA,">100,000",20207949
21–50,2230,2.1303,EOA,">100,000",20207949
3,8504,8.1238,EOA,">100,000",20207949
4,5191,4.9589,EOA,">100,000",20207949
5,3543,3.3846,EOA,">100,000",20207949
51–100,400,0.3821,EOA,">100,000",20207949
6–10,8050,7.6901,EOA,">100,000",20207949
>100,307,0.2933,EOA,">100,000",20207949
0,11,0.0044,CA,0–1,20429973
1,247928,99.1407,CA,0–1,20429973
11–20,7,0.0028,CA,0–1,20429973
2,2001,0.8002,CA,0–1,20429973
21–50,1,0.0004,CA,0–1,20429973
3,55,0.022,CA,0–1,20429973
4,23,0.0092,CA,0–1,20429973
5,13,0.0052,CA,0–1,20429973
6–10,38,0.0152,CA,0–1,20429973
1,22581,93.7671,CA,"1,000–10,000",20429973
11–20,16,0.0664,CA,"1,000–10,000",20429973
2,1050,4.3601,CA,"1,000–10,000",20429973
21–50,2,0.0083,CA,"1,000–10,000",20429973
3,206,0.8554,CA,"1,000–10,000",20429973
4,99,0.4111,CA,"1,000–10,000",20429973
5,50,0.2076,CA,"1,000–10,000",20429973
6–10,78,0.3239,CA,"1,000–10,000",20429973
1,4712,75.9755,CA,"10,000–100,000",20429973
11–20,26,0.4192,CA,"10,000–100,000",20429973
2,1176,18.9616,CA,"10,000–100,000",20429973
21–50,8,0.129,CA,"10,000–100,000",20429973
3,132,2.1283,CA,"10,000–100,000",20429973
4,46,0.7417,CA,"10,000–100,000",20429973
5,33,0.5321,CA,"10,000–100,000",20429973
6–10,69,1.1125,CA,"10,000–100,000",20429973
1,12901,89.9589,CA,"100–1,000",20429973
11–20,10,0.0697,CA,"100–1,000",20429973
2,1081,7.5378,CA,"100–1,000",20429973
21–50,1,0.007,CA,"100–1,000",20429973
3,181,1.2621,CA,"100–1,000",20429973
4,73,0.509,CA,"100–1,000",20429973
5,34,0.2371,CA,"100–1,000",20429973
6–10,60,0.4184,CA,"100–1,000",20429973
1,58657,96.8929,CA,1–100,20429973
11–20,10,0.0165,CA,1–100,20429973
2,1581,2.6116,CA,1–100,20429973
3,146,0.2412,CA,1–100,20429973
4,51,0.0842,CA,1–100,20429973
5,35,0.0578,CA,1–100,20429973
6–10,58,0.0958,CA,1–100,20429973
1,767,36.8219,CA,">100,000",20429973
11–20,14,0.6721,CA,">100,000",20429973
2,1016,48.7758,CA,">100,000",20429973
21–50,7,0.3361,CA,">100,000",20429973
3,173,8.3053,CA,">100,000",20429973
4,48,2.3044,CA,">100,000",20429973
5,22,1.0562,CA,">100,000",20429973
51–100,5,0.24,CA,">100,000",20429973
6–10,31,1.4882,CA,">100,000",20429973
0,43745,0.5023,EOA,0–1,20429973
1,7976090,91.59,EOA,0–1,20429973
11–20,3298,0.0379,EOA,0–1,20429973
2,506065,5.8112,EOA,0–1,20429973
21–50,802,0.0092,EOA,0–1,20429973
3,107990,1.2401,EOA,0–1,20429973
4,36623,0.4205,EOA,0–1,20429973
5,17131,0.1967,EOA,0–1,20429973
51–100,183,0.0021,EOA,0–1,20429973
6–10,16391,0.1882,EOA,0–1,20429973
>100,154,0.0018,EOA,0–1,20429973
1,590647,45.1968,EOA,"1,000–10,000",20429973
11–20,46658,3.5703,EOA,"1,000–10,000",20429973
2,234914,17.9758,EOA,"1,000–10,000",20429973
21–50,10364,0.7931,EOA,"1,000–10,000",20429973
3,138595,10.6054,EOA,"1,000–10,000",20429973
4,90817,6.9494,EOA,"1,000–10,000",20429973
5,62283,4.7659,EOA,"1,000–10,000",20429973
51–100,684,0.0523,EOA,"1,000–10,000",20429973
6–10,131687,10.0768,EOA,"1,000–10,000",20429973
>100,185,0.0142,EOA,"1,000–10,000",20429973
1,148674,41.2379,EOA,"10,000–100,000",20429973
11–20,23728,6.5815,EOA,"10,000–100,000",20429973
2,59584,16.5269,EOA,"10,000–100,000",20429973
21–50,8687,2.4095,EOA,"10,000–100,000",20429973
3,34083,9.4536,EOA,"10,000–100,000",20429973
4,23592,6.5437,EOA,"10,000–100,000",20429973
5,17215,4.7749,EOA,"10,000–100,000",20429973
51–100,884,0.2452,EOA,"10,000–100,000",20429973
6–10,43837,12.1591,EOA,"10,000–100,000",20429973
>100,244,0.0677,EOA,"10,000–100,000",20429973
1,2553663,68.1417,EOA,"100–1,000",20429973
11–20,23514,0.6274,EOA,"100–1,000",20429973
2,595537,15.8913,EOA,"100–1,000",20429973
21–50,3973,0.106,EOA,"100–1,000",20429973
3,255997,6.831,EOA,"100–1,000",20429973
4,130174,3.4736,EOA,"100–1,000",20429973
5,73211,1.9536,EOA,"100–1,000",20429973
51–100,295,0.0079,EOA,"100–1,000",20429973
6–10,111102,2.9646,EOA,"100–1,000",20429973
>100,112,0.003,EOA,"100–1,000",20429973
1,11097352,84.5411,EOA,1–100,20429973
11–20,13949,0.1063,EOA,1–100,20429973
2,1387944,10.5735,EOA,1–100,20429973
21–50,2863,0.0218,EOA,1–100,20429973
3,350981,2.6738,EOA,1–100,20429973
4,134289,1.023,EOA,1–100,20429973
5,63004,0.48,EOA,1–100,20429973
51–100,243,0.0019,EOA,1–100,20429973
6–10,75834,0.5777,EOA,1–100,20429973
>100,121,0.0009,EOA,1–100,20429973
1,51403,51.0868,EOA,">100,000",20429973
11–20,4110,4.0847,EOA,">100,000",20429973
2,18435,18.3216,EOA,">100,000",20429973
21–50,2085,2.0722,EOA,">100,000",20429973
3,8085,8.0353,EOA,">100,000",20429973
4,4658,4.6293,EOA,">100,000",20429973
5,3161,3.1416,EOA,">100,000",20429973
51–100,385,0.3826,EOA,">100,000",20429973
6–10,7992,7.9428,EOA,">100,000",20429973
>100,305,0.3031,EOA,">100,000",20429973
0,11,0.0042,CA,0–1,20651994
1,259702,99.1501,CA,0–1,20651994
11–20,7,0.0027,CA,0–1,20651994
2,2072,0.7911,CA,0–1,20651994
21–50,1,0.0004,CA,0–1,20651994
3,58,0.0221,CA,0–1,20651994
4,25,0.0095,CA,0–1,20651994
5,13,0.005,CA,0–1,20651994
6–10,39,0.0149,CA,0–1,20651994
1,23498,93.8906,CA,"1,000–10,000",20651994
11–20,19,0.0759,CA,"1,000–10,000",20651994
2,1057,4.2234,CA,"1,000–10,000",20651994
21–50,3,0.012,CA,"1,000–10,000",20651994
3,214,0.8551,CA,"1,000–10,000",20651994
4,98,0.3916,CA,"1,000–10,000",20651994
5,53,0.2118,CA,"1,000–10,000",20651994
6–10,85,0.3396,CA,"1,000–10,000",20651994
1,3630,69.9961,CA,"10,000–100,000",20651994
11–20,23,0.4435,CA,"10,000–100,000",20651994
2,1233,23.7755,CA,"10,000–100,000",20651994
21–50,8,0.1543,CA,"10,000–100,000",20651994
3,152,2.931,CA,"10,000–100,000",20651994
4,47,0.9063,CA,"10,000–100,000",20651994
5,30,0.5785,CA,"10,000–100,000",20651994
6–10,63,1.2148,CA,"10,000–100,000",20651994
1,12469,89.499,CA,"100–1,000",20651994
11–20,11,0.079,CA,"100–1,000",20651994
2,1098,7.8811,CA,"100–1,000",20651994
21–50,1,0.0072,CA,"100–1,000",20651994
3,180,1.292,CA,"100–1,000",20651994
4,75,0.5383,CA,"100–1,000",20651994
5,34,0.244,CA,"100–1,000",20651994
6–10,64,0.4594,CA,"100–1,000",20651994
1,58930,96.7843,CA,1–100,20651994
11–20,10,0.0164,CA,1–100,20651994
2,1646,2.7033,CA,1–100,20651994
3,159,0.2611,CA,1–100,20651994
4,52,0.0854,CA,1–100,20651994
5,35,0.0575,CA,1–100,20651994
6–10,56,0.092,CA,1–100,20651994
1,614,33.7177,CA,">100,000",20651994
11–20,14,0.7688,CA,">100,000",20651994
2,925,50.7963,CA,">100,000",20651994
21–50,7,0.3844,CA,">100,000",20651994
3,153,8.402,CA,">100,000",20651994
4,48,2.6359,CA,">100,000",20651994
5,24,1.318,CA,">100,000",20651994
51–100,5,0.2746,CA,">100,000",20651994
6–10,31,1.7024,CA,">100,000",20651994
0,43741,0.4717,EOA,0–1,20651994
1,8487019,91.5169,EOA,0–1,20651994
11–20,3721,0.0401,EOA,0–1,20651994
2,544558,5.8721,EOA,0–1,20651994
21–50,918,0.0099,EOA,0–1,20651994
3,117057,1.2622,EOA,0–1,20651994
4,39906,0.4303,EOA,0–1,20651994
5,18531,0.1998,EOA,0–1,20651994
51–100,195,0.0021,EOA,0–1,20651994
6–10,17913,0.1932,EOA,0–1,20651994
>100,161,0.0017,EOA,0–1,20651994
1,556320,45.2066,EOA,"1,000–10,000",20651994
11–20,47053,3.8235,EOA,"1,000–10,000",20651994
2,216903,17.6256,EOA,"1,000–10,000",20651994
21–50,11032,0.8965,EOA,"1,000–10,000",20651994
3,128215,10.4188,EOA,"1,000–10,000",20651994
4,84773,6.8887,EOA,"1,000–10,000",20651994
5,58495,4.7533,EOA,"1,000–10,000",20651994
51–100,757,0.0615,EOA,"1,000–10,000",20651994
6–10,126864,10.309,EOA,"1,000–10,000",20651994
>100,204,0.0166,EOA,"1,000–10,000",20651994
1,136798,42.166,EOA,"10,000–100,000",20651994
11–20,20847,6.4258,EOA,"10,000–100,000",20651994
2,53786,16.5788,EOA,"10,000–100,000",20651994
21–50,7946,2.4492,EOA,"10,000–100,000",20651994
3,29950,9.2317,EOA,"10,000–100,000",20651994
4,20757,6.398,EOA,"10,000–100,000",20651994
5,14939,4.6047,EOA,"10,000–100,000",20651994
51–100,881,0.2716,EOA,"10,000–100,000",20651994
6–10,38285,11.8008,EOA,"10,000–100,000",20651994
>100,238,0.0734,EOA,"10,000–100,000",20651994
1,2436888,67.4181,EOA,"100–1,000",20651994
11–20,26318,0.7281,EOA,"100–1,000",20651994
2,571037,15.7981,EOA,"100–1,000",20651994
21–50,4521,0.1251,EOA,"100–1,000",20651994
3,251674,6.9627,EOA,"100–1,000",20651994
4,130941,3.6226,EOA,"100–1,000",20651994
5,75101,2.0777,EOA,"100–1,000",20651994
51–100,307,0.0085,EOA,"100–1,000",20651994
6–10,117681,3.2557,EOA,"100–1,000",20651994
>100,123,0.0034,EOA,"100–1,000",20651994
1,11025455,83.8551,EOA,1–100,20651994
11–20,15605,0.1187,EOA,1–100,20651994
2,1430848,10.8824,EOA,1–100,20651994
21–50,3166,0.0241,EOA,1–100,20651994
3,373520,2.8408,EOA,1–100,20651994
4,145174,1.1041,EOA,1–100,20651994
5,69155,0.526,EOA,1–100,20651994
51–100,284,0.0022,EOA,1–100,20651994
6–10,84892,0.6457,EOA,1–100,20651994
>100,124,0.0009,EOA,1–100,20651994
1,47392,51.9012,EOA,">100,000",20651994
11–20,3455,3.7837,EOA,">100,000",20651994
2,17017,18.6361,EOA,">100,000",20651994
21–50,1770,1.9384,EOA,">100,000",20651994
3,7175,7.8577,EOA,">100,000",20651994
4,4169,4.5657,EOA,">100,000",20651994
5,2709,2.9668,EOA,">100,000",20651994
51–100,357,0.391,EOA,">100,000",20651994
6–10,6952,7.6135,EOA,">100,000",20651994
>100,316,0.3461,EOA,">100,000",20651994
0,11,0.0041,CA,0–1,20866919
1,268963,99.1792,CA,0–1,20866919
11–20,7,0.0026,CA,0–1,20866919
2,2076,0.7655,CA,0–1,20866919
21–50,1,0.0004,CA,0–1,20866919
3,56,0.0206,CA,0–1,20866919
4,23,0.0085,CA,0–1,20866919
5,13,0.0048,CA,0–1,20866919
6–10,39,0.0144,CA,0–1,20866919
1,24758,94.1584,CA,"1,000–10,000",20866919
11–20,18,0.0685,CA,"1,000–10,000",20866919
2,1074,4.0846,CA,"1,000–10,000",20866919
21–50,3,0.0114,CA,"1,000–10,000",20866919
3,211,0.8025,CA,"1,000–10,000",20866919
4,95,0.3613,CA,"1,000–10,000",20866919
5,54,0.2054,CA,"1,000–10,000",20866919
6–10,81,0.3081,CA,"1,000–10,000",20866919
1,3961,71.3308,CA,"10,000–100,000",20866919
11–20,26,0.4682,CA,"10,000–100,000",20866919
2,1250,22.5104,CA,"10,000–100,000",20866919
21–50,6,0.108,CA,"10,000–100,000",20866919
3,159,2.8633,CA,"10,000–100,000",20866919
4,50,0.9004,CA,"10,000–100,000",20866919
5,32,0.5763,CA,"10,000–100,000",20866919
6–10,69,1.2426,CA,"10,000–100,000",20866919
1,12791,89.7425,CA,"100–1,000",20866919
11–20,9,0.0631,CA,"100–1,000",20866919
2,1091,7.6545,CA,"100–1,000",20866919
21–50,1,0.007,CA,"100–1,000",20866919
3,189,1.326,CA,"100–1,000",20866919
4,75,0.5262,CA,"100–1,000",20866919
5,32,0.2245,CA,"100–1,000",20866919
6–10,65,0.456,CA,"100–1,000",20866919
1,60053,96.805,CA,1–100,20866919
11–20,10,0.0161,CA,1–100,20866919
2,1671,2.6936,CA,1–100,20866919
3,157,0.2531,CA,1–100,20866919
4,54,0.087,CA,1–100,20866919
5,34,0.0548,CA,1–100,20866919
6–10,56,0.0903,CA,1–100,20866919
1,631,32.4588,CA,">100,000",20866919
11–20,14,0.7202,CA,">100,000",20866919
2,1007,51.8004,CA,">100,000",20866919
21–50,9,0.463,CA,">100,000",20866919
3,161,8.2819,CA,">100,000",20866919
4,57,2.9321,CA,">100,000",20866919
5,27,1.3889,CA,">100,000",20866919
51–100,5,0.2572,CA,">100,000",20866919
6–10,33,1.6975,CA,">100,000",20866919
0,43736,0.4856,EOA,0–1,20866919
1,8248905,91.5934,EOA,0–1,20866919
11–20,3736,0.0415,EOA,0–1,20866919
2,522660,5.8035,EOA,0–1,20866919
21–50,924,0.0103,EOA,0–1,20866919
3,111817,1.2416,EOA,0–1,20866919
4,38283,0.4251,EOA,0–1,20866919
5,17875,0.1985,EOA,0–1,20866919
51–100,187,0.0021,EOA,0–1,20866919
6–10,17710,0.1966,EOA,0–1,20866919
>100,169,0.0019,EOA,0–1,20866919
1,623925,45.5604,EOA,"1,000–10,000",20866919
11–20,49038,3.5809,EOA,"1,000–10,000",20866919
2,244231,17.8343,EOA,"1,000–10,000",20866919
21–50,11144,0.8138,EOA,"1,000–10,000",20866919
3,143927,10.5099,EOA,"1,000–10,000",20866919
4,94229,6.8808,EOA,"1,000–10,000",20866919
5,64824,4.7336,EOA,"1,000–10,000",20866919
51–100,752,0.0549,EOA,"1,000–10,000",20866919
6–10,137160,10.0157,EOA,"1,000–10,000",20866919
>100,215,0.0157,EOA,"1,000–10,000",20866919
1,146161,39.5527,EOA,"10,000–100,000",20866919
11–20,25347,6.8592,EOA,"10,000–100,000",20866919
2,61158,16.55,EOA,"10,000–100,000",20866919
21–50,9196,2.4885,EOA,"10,000–100,000",20866919
3,35618,9.6386,EOA,"10,000–100,000",20866919
4,25177,6.8132,EOA,"10,000–100,000",20866919
5,18362,4.9689,EOA,"10,000–100,000",20866919
51–100,965,0.2611,EOA,"10,000–100,000",20866919
6–10,47291,12.7974,EOA,"10,000–100,000",20866919
>100,260,0.0704,EOA,"10,000–100,000",20866919
1,2686483,68.292,EOA,"100–1,000",20866919
11–20,25258,0.6421,EOA,"100–1,000",20866919
2,619665,15.7523,EOA,"100–1,000",20866919
21–50,4250,0.108,EOA,"100–1,000",20866919
3,266014,6.7622,EOA,"100–1,000",20866919
4,136283,3.4644,EOA,"100–1,000",20866919
5,77471,1.9694,EOA,"100–1,000",20866919
51–100,308,0.0078,EOA,"100–1,000",20866919
6–10,117962,2.9987,EOA,"100–1,000",20866919
>100,123,0.0031,EOA,"100–1,000",20866919
1,11297497,84.5515,EOA,1–100,20866919
11–20,13383,0.1002,EOA,1–100,20866919
2,1414644,10.5873,EOA,1–100,20866919
21–50,2706,0.0203,EOA,1–100,20866919
3,358762,2.685,EOA,1–100,20866919
4,135596,1.0148,EOA,1–100,20866919
5,63274,0.4735,EOA,1–100,20866919
51–100,286,0.0021,EOA,1–100,20866919
6–10,75398,0.5643,EOA,1–100,20866919
>100,127,0.001,EOA,1–100,20866919
1,53145,50.975,EOA,">100,000",20866919
11–20,4445,4.2635,EOA,">100,000",20866919
2,18472,17.7178,EOA,">100,000",20866919
21–50,2278,2.185,EOA,">100,000",20866919
3,8229,7.893,EOA,">100,000",20866919
4,4877,4.6779,EOA,">100,000",20866919
5,3384,3.2458,EOA,">100,000",20866919
51–100,444,0.4259,EOA,">100,000",20866919
6–10,8645,8.292,EOA,">100,000",20866919
>100,338,0.3242,EOA,">100,000",20866919
0,11,0.0039,CA,0–1,21089069
1,277010,99.1836,CA,0–1,21089069
11–20,8,0.0029,CA,0–1,21089069
2,2126,0.7612,CA,0–1,21089069
21–50,1,0.0004,CA,0–1,21089069
3,58,0.0208,CA,0–1,21089069
4,23,0.0082,CA,0–1,21089069
5,13,0.0047,CA,0–1,21089069
6–10,40,0.0143,CA,0–1,21089069
1,25912,94.4074,CA,"1,000–10,000",21089069
11–20,14,0.051,CA,"1,000–10,000",21089069
2,1066,3.8838,CA,"1,000–10,000",21089069
21–50,3,0.0109,CA,"1,000–10,000",21089069
3,214,0.7797,CA,"1,000–10,000",21089069
4,94,0.3425,CA,"1,000–10,000",21089069
5,56,0.204,CA,"1,000–10,000",21089069
6–10,88,0.3206,CA,"1,000–10,000",21089069
1,3943,70.5493,CA,"10,000–100,000",21089069
11–20,29,0.5189,CA,"10,000–100,000",21089069
2,1306,23.3673,CA,"10,000–100,000",21089069
21–50,6,0.1074,CA,"10,000–100,000",21089069
3,152,2.7196,CA,"10,000–100,000",21089069
4,51,0.9125,CA,"10,000–100,000",21089069
5,31,0.5547,CA,"10,000–100,000",21089069
6–10,71,1.2704,CA,"10,000–100,000",21089069
1,12789,89.6467,CA,"100–1,000",21089069
11–20,11,0.0771,CA,"100–1,000",21089069
2,1099,7.7036,CA,"100–1,000",21089069
21–50,1,0.007,CA,"100–1,000",21089069
3,190,1.3318,CA,"100–1,000",21089069
4,81,0.5678,CA,"100–1,000",21089069
5,33,0.2313,CA,"100–1,000",21089069
6–10,62,0.4346,CA,"100–1,000",21089069
1,61303,96.836,CA,1–100,21089069
11–20,10,0.0158,CA,1–100,21089069
2,1685,2.6617,CA,1–100,21089069
3,165,0.2606,CA,1–100,21089069
4,54,0.0853,CA,1–100,21089069
5,34,0.0537,CA,1–100,21089069
6–10,55,0.0869,CA,1–100,21089069
1,608,31.1475,CA,">100,000",21089069
11–20,17,0.8709,CA,">100,000",21089069
2,1036,53.0738,CA,">100,000",21089069
21–50,9,0.4611,CA,">100,000",21089069
3,161,8.248,CA,">100,000",21089069
4,57,2.9201,CA,">100,000",21089069
5,28,1.4344,CA,">100,000",21089069
51–100,5,0.2561,CA,">100,000",21089069
6–10,31,1.5881,CA,">100,000",21089069
0,43747,0.4688,EOA,0–1,21089069
1,8540966,91.5176,EOA,0–1,21089069
11–20,4120,0.0441,EOA,0–1,21089069
2,545024,5.84,EOA,0–1,21089069
21–50,1046,0.0112,EOA,0–1,21089069
3,118262,1.2672,EOA,0–1,21089069
4,40655,0.4356,EOA,0–1,21089069
5,19145,0.2051,EOA,0–1,21089069
51–100,209,0.0022,EOA,0–1,21089069
6–10,19252,0.2063,EOA,0–1,21089069
>100,173,0.0019,EOA,0–1,21089069
1,608360,45.6299,EOA,"1,000–10,000",21089069
11–20,49715,3.7289,EOA,"1,000–10,000",21089069
2,233294,17.4981,EOA,"1,000–10,000",21089069
21–50,11620,0.8716,EOA,"1,000–10,000",21089069
3,139032,10.4281,EOA,"1,000–10,000",21089069
4,91115,6.8341,EOA,"1,000–10,000",21089069
5,63345,4.7512,EOA,"1,000–10,000",21089069
