size_bucket,wallet_count,wallet_pct,wallet_type,wealth_bucket,block
>100,1,0.0,EOA,0–1,10370274
1,109691,59.7625,EOA,"1,000–10,000",10370274
11–20,2197,1.197,EOA,"1,000–10,000",10370274
2,28367,15.4551,EOA,"1,000–10,000",10370274
21–50,173,0.0943,EOA,"1,000–10,000",10370274
3,16243,8.8496,EOA,"1,000–10,000",10370274
4,9741,5.3071,EOA,"1,000–10,000",10370274
5,6340,3.4542,EOA,"1,000–10,000",10370274
51–100,7,0.0038,EOA,"1,000–10,000",10370274
6–10,10786,5.8765,EOA,"1,000–10,000",10370274
1,50618,74.5259,EOA,"10,000–100,000",10370274
11–20,1063,1.5651,EOA,"10,000–100,000",10370274
2,6312,9.2933,EOA,"10,000–100,000",10370274
21–50,132,0.1943,EOA,"10,000–100,000",10370274
3,3316,4.8822,EOA,"10,000–100,000",10370274
4,2117,3.1169,EOA,"10,000–100,000",10370274
5,1455,2.1422,EOA,"10,000–100,000",10370274
51–100,4,0.0059,EOA,"10,000–100,000",10370274
6–10,2903,4.2741,EOA,"10,000–100,000",10370274
1,373460,74.6238,EOA,"100–1,000",10370274
11–20,1319,0.2636,EOA,"100–1,000",10370274
2,60106,12.0102,EOA,"100–1,000",10370274
21–50,130,0.026,EOA,"100–1,000",10370274
3,30424,6.0792,EOA,"100–1,000",10370274
4,15535,3.1042,EOA,"100–1,000",10370274
5,8589,1.7162,EOA,"100–1,000",10370274
51–100,8,0.0016,EOA,"100–1,000",10370274
6–10,10884,2.1748,EOA,"100–1,000",10370274
>100,2,0.0004,EOA,"100–1,000",10370274
1,3643989,86.4466,EOA,1–100,10370274
11–20,1416,0.0336,EOA,1–100,10370274
2,426118,10.1088,EOA,1–100,10370274
21–50,96,0.0023,EOA,1–100,10370274
3,86005,2.0403,EOA,1–100,10370274
4,29998,0.7116,EOA,1–100,10370274
5,13575,0.322,EOA,1–100,10370274
6–10,14111,0.3348,EOA,1–100,10370274
1,9201,71.7987,EOA,">100,000",10370274
11–20,198,1.5451,EOA,">100,000",10370274
2,1420,11.0808,EOA,">100,000",10370274
21–50,77,0.6009,EOA,">100,000",10370274
3,651,5.08,EOA,">100,000",10370274
4,402,3.1369,EOA,">100,000",10370274
5,302,2.3566,EOA,">100,000",10370274
51–100,25,0.1951,EOA,">100,000",10370274
6–10,537,4.1904,EOA,">100,000",10370274
>100,2,0.0156,EOA,">100,000",10370274
1,2770,94.928,CA,0–1,10570485
11–20,1,0.0343,CA,0–1,10570485
2,130,4.4551,CA,0–1,10570485
3,11,0.377,CA,0–1,10570485
4,2,0.0685,CA,0–1,10570485
6–10,4,0.1371,CA,0–1,10570485
1,318,65.8385,CA,"1,000–10,000",10570485
2,106,21.9462,CA,"1,000–10,000",10570485
21–50,2,0.4141,CA,"1,000–10,000",10570485
3,26,5.383,CA,"1,000–10,000",10570485
4,15,3.1056,CA,"1,000–10,000",10570485
5,8,1.6563,CA,"1,000–10,000",10570485
6–10,8,1.6563,CA,"1,000–10,000",10570485
1,236,63.9566,CA,"10,000–100,000",10570485
2,114,30.8943,CA,"10,000–100,000",10570485
3,9,2.439,CA,"10,000–100,000",10570485
4,3,0.813,CA,"10,000–100,000",10570485
5,2,0.542,CA,"10,000–100,000",10570485
6–10,5,1.355,CA,"10,000–100,000",10570485
1,386,69.8011,CA,"100–1,000",10570485
2,107,19.349,CA,"100–1,000",10570485
3,28,5.0633,CA,"100–1,000",10570485
4,15,2.7125,CA,"100–1,000",10570485
5,11,1.9892,CA,"100–1,000",10570485
6–10,6,1.085,CA,"100–1,000",10570485
1,827,80.6043,CA,1–100,10570485
2,127,12.3782,CA,1–100,10570485
3,37,3.6062,CA,1–100,10570485
4,11,1.0721,CA,1–100,10570485
5,17,1.6569,CA,1–100,10570485
6–10,7,0.6823,CA,1–100,10570485
1,85,38.9908,CA,">100,000",10570485
11–20,1,0.4587,CA,">100,000",10570485
2,115,52.7523,CA,">100,000",10570485
3,8,3.6697,CA,">100,000",10570485
4,6,2.7523,CA,">100,000",10570485
5,2,0.9174,CA,">100,000",10570485
6–10,1,0.4587,CA,">100,000",10570485
0,1,0.0,EOA,0–1,10570485
1,2487477,90.2115,EOA,0–1,10570485
11–20,382,0.0139,EOA,0–1,10570485
2,206039,7.4723,EOA,0–1,10570485
21–50,20,0.0007,EOA,0–1,10570485
3,40929,1.4843,EOA,0–1,10570485
4,12857,0.4663,EOA,0–1,10570485
5,6767,0.2454,EOA,0–1,10570485
51–100,1,0.0,EOA,0–1,10570485
6–10,2912,0.1056,EOA,0–1,10570485
1,127883,58.8052,EOA,"1,000–10,000",10570485
11–20,2512,1.1551,EOA,"1,000–10,000",10570485
2,34802,16.0032,EOA,"1,000–10,000",10570485
21–50,204,0.0938,EOA,"1,000–10,000",10570485
3,19751,9.0822,EOA,"1,000–10,000",10570485
4,11757,5.4063,EOA,"1,000–10,000",10570485
5,7620,3.5039,EOA,"1,000–10,000",10570485
51–100,11,0.0051,EOA,"1,000–10,000",10570485
6–10,12929,5.9452,EOA,"1,000–10,000",10570485
1,53215,70.4909,EOA,"10,000–100,000",10570485
11–20,1496,1.9817,EOA,"10,000–100,000",10570485
2,7504,9.9401,EOA,"10,000–100,000",10570485
21–50,189,0.2504,EOA,"10,000–100,000",10570485
3,4180,5.537,EOA,"10,000–100,000",10570485
4,2754,3.6481,EOA,"10,000–100,000",10570485
5,1966,2.6042,EOA,"10,000–100,000",10570485
51–100,6,0.0079,EOA,"10,000–100,000",10570485
6–10,4181,5.5383,EOA,"10,000–100,000",10570485
>100,1,0.0013,EOA,"10,000–100,000",10570485
1,364935,72.3281,EOA,"100–1,000",10570485
11–20,1374,0.2723,EOA,"100–1,000",10570485
2,67706,13.419,EOA,"100–1,000",10570485
21–50,128,0.0254,EOA,"100–1,000",10570485
3,33296,6.5991,EOA,"100–1,000",10570485
4,16736,3.317,EOA,"100–1,000",10570485
5,9139,1.8113,EOA,"100–1,000",10570485
51–100,3,0.0006,EOA,"100–1,000",10570485
6–10,11236,2.2269,EOA,"100–1,000",10570485
>100,2,0.0004,EOA,"100–1,000",10570485
1,3708447,86.3929,EOA,1–100,10570485
11–20,1332,0.031,EOA,1–100,10570485
2,436369,10.1658,EOA,1–100,10570485
21–50,94,0.0022,EOA,1–100,10570485
3,87911,2.048,EOA,1–100,10570485
4,30691,0.715,EOA,1–100,10570485
5,13655,0.3181,EOA,1–100,10570485
51–100,3,0.0001,EOA,1–100,10570485
6–10,14034,0.3269,EOA,1–100,10570485
1,14708,75.2366,EOA,">100,000",10570485
11–20,307,1.5704,EOA,">100,000",10570485
2,1801,9.2127,EOA,">100,000",10570485
21–50,97,0.4962,EOA,">100,000",10570485
3,864,4.4197,EOA,">100,000",10570485
4,557,2.8493,EOA,">100,000",10570485
5,425,2.174,EOA,">100,000",10570485
51–100,25,0.1279,EOA,">100,000",10570485
6–10,762,3.8979,EOA,">100,000",10570485
>100,3,0.0153,EOA,">100,000",10570485
1,5287,96.8315,CA,0–1,10771925
11–20,1,0.0183,CA,0–1,10771925
2,158,2.8938,CA,0–1,10771925
3,7,0.1282,CA,0–1,10771925
4,2,0.0366,CA,0–1,10771925
6–10,5,0.0916,CA,0–1,10771925
1,511,70.3857,CA,"1,000–10,000",10771925
2,135,18.595,CA,"1,000–10,000",10771925
21–50,2,0.2755,CA,"1,000–10,000",10771925
3,37,5.0964,CA,"1,000–10,000",10771925
4,17,2.3416,CA,"1,000–10,000",10771925
5,14,1.9284,CA,"1,000–10,000",10771925
6–10,10,1.3774,CA,"1,000–10,000",10771925
1,402,67.563,CA,"10,000–100,000",10771925
2,152,25.5462,CA,"10,000–100,000",10771925
3,19,3.1933,CA,"10,000–100,000",10771925
4,6,1.0084,CA,"10,000–100,000",10771925
5,7,1.1765,CA,"10,000–100,000",10771925
6–10,9,1.5126,CA,"10,000–100,000",10771925
1,653,78.0167,CA,"100–1,000",10771925
2,124,14.8148,CA,"100–1,000",10771925
3,27,3.2258,CA,"100–1,000",10771925
4,16,1.9116,CA,"100–1,000",10771925
5,10,1.1947,CA,"100–1,000",10771925
6–10,7,0.8363,CA,"100–1,000",10771925
1,1183,83.6042,CA,1–100,10771925
2,151,10.6714,CA,1–100,10771925
3,44,3.1095,CA,1–100,10771925
4,10,0.7067,CA,1–100,10771925
5,17,1.2014,CA,1–100,10771925
6–10,10,0.7067,CA,1–100,10771925
1,236,50.0,CA,">100,000",10771925
11–20,1,0.2119,CA,">100,000",10771925
2,208,44.0678,CA,">100,000",10771925
3,15,3.178,CA,">100,000",10771925
4,6,1.2712,CA,">100,000",10771925
5,2,0.4237,CA,">100,000",10771925
6–10,4,0.8475,CA,">100,000",10771925
0,1,0.0,EOA,0–1,10771925
1,2524538,90.5963,EOA,0–1,10771925
11–20,390,0.014,EOA,0–1,10771925
2,201421,7.2282,EOA,0–1,10771925
21–50,23,0.0008,EOA,0–1,10771925
3,39092,1.4029,EOA,0–1,10771925
4,11989,0.4302,EOA,0–1,10771925
5,6407,0.2299,EOA,0–1,10771925
51–100,1,0.0,EOA,0–1,10771925
6–10,2719,0.0976,EOA,0–1,10771925
1,225076,64.1328,EOA,"1,000–10,000",10771925
11–20,3189,0.9087,EOA,"1,000–10,000",10771925
2,52004,14.8179,EOA,"1,000–10,000",10771925
21–50,294,0.0838,EOA,"1,000–10,000",10771925
3,28060,7.9954,EOA,"1,000–10,000",10771925
4,15800,4.502,EOA,"1,000–10,000",10771925
5,9920,2.8266,EOA,"1,000–10,000",10771925
51–100,14,0.004,EOA,"1,000–10,000",10771925
6–10,16595,4.7286,EOA,"1,000–10,000",10771925
>100,1,0.0003,EOA,"1,000–10,000",10771925
1,67089,63.8044,EOA,"10,000–100,000",10771925
11–20,2765,2.6296,EOA,"10,000–100,000",10771925
2,12173,11.577,EOA,"10,000–100,000",10771925
21–50,383,0.3642,EOA,"10,000–100,000",10771925
3,7135,6.7857,EOA,"10,000–100,000",10771925
4,4670,4.4414,EOA,"10,000–100,000",10771925
5,3359,3.1945,EOA,"10,000–100,000",10771925
51–100,16,0.0152,EOA,"10,000–100,000",10771925
6–10,7557,7.187,EOA,"10,000–100,000",10771925
>100,1,0.001,EOA,"10,000–100,000",10771925
1,580700,78.036,EOA,"100–1,000",10771925
11–20,1401,0.1883,EOA,"100–1,000",10771925
2,84445,11.3479,EOA,"100–1,000",10771925
21–50,127,0.0171,EOA,"100–1,000",10771925
3,37630,5.0568,EOA,"100–1,000",10771925
4,18326,2.4627,EOA,"100–1,000",10771925
5,9809,1.3182,EOA,"100–1,000",10771925
51–100,4,0.0005,EOA,"100–1,000",10771925
6–10,11701,1.5724,EOA,"100–1,000",10771925
>100,1,0.0001,EOA,"100–1,000",10771925
1,3698991,86.3708,EOA,1–100,10771925
11–20,1187,0.0277,EOA,1–100,10771925
2,439807,10.2694,EOA,1–100,10771925
21–50,83,0.0019,EOA,1–100,10771925
3,86957,2.0304,EOA,1–100,10771925
4,29768,0.6951,EOA,1–100,10771925
5,13015,0.3039,EOA,1–100,10771925
51–100,4,0.0001,EOA,1–100,10771925
6–10,12873,0.3006,EOA,1–100,10771925
1,17887,69.8275,EOA,">100,000",10771925
11–20,603,2.354,EOA,">100,000",10771925
2,2630,10.267,EOA,">100,000",10771925
21–50,163,0.6363,EOA,">100,000",10771925
3,1367,5.3365,EOA,">100,000",10771925
4,856,3.3417,EOA,">100,000",10771925
5,647,2.5258,EOA,">100,000",10771925
51–100,34,0.1327,EOA,">100,000",10771925
6–10,1424,5.559,EOA,">100,000",10771925
>100,5,0.0195,EOA,">100,000",10771925
1,8396,96.9851,CA,0–1,10966874
11–20,1,0.0116,CA,0–1,10966874
2,243,2.807,CA,0–1,10966874
3,10,0.1155,CA,0–1,10966874
4,2,0.0231,CA,0–1,10966874
6–10,5,0.0578,CA,0–1,10966874
1,1024,77.8707,CA,"1,000–10,000",10966874
2,209,15.8935,CA,"1,000–10,000",10966874
21–50,2,0.1521,CA,"1,000–10,000",10966874
3,38,2.8897,CA,"1,000–10,000",10966874
4,19,1.4449,CA,"1,000–10,000",10966874
5,10,0.7605,CA,"1,000–10,000",10966874
6–10,13,0.9886,CA,"1,000–10,000",10966874
1,721,70.2729,CA,"10,000–100,000",10966874
11–20,1,0.0975,CA,"10,000–100,000",10966874
2,251,24.4639,CA,"10,000–100,000",10966874
3,21,2.0468,CA,"10,000–100,000",10966874
4,14,1.3645,CA,"10,000–100,000",10966874
5,8,0.7797,CA,"10,000–100,000",10966874
6–10,10,0.9747,CA,"10,000–100,000",10966874
1,1134,81.5241,CA,"100–1,000",10966874
2,183,13.156,CA,"100–1,000",10966874
3,35,2.5162,CA,"100–1,000",10966874
4,18,1.294,CA,"100–1,000",10966874
5,8,0.5751,CA,"100–1,000",10966874
6–10,13,0.9346,CA,"100–1,000",10966874
1,1937,86.7055,CA,1–100,10966874
2,208,9.3107,CA,1–100,10966874
3,48,2.1486,CA,1–100,10966874
4,14,0.6267,CA,1–100,10966874
5,17,0.761,CA,1–100,10966874
6–10,10,0.4476,CA,1–100,10966874
1,335,49.0483,CA,">100,000",10966874
11–20,1,0.1464,CA,">100,000",10966874
2,319,46.7057,CA,">100,000",10966874
3,11,1.6105,CA,">100,000",10966874
4,7,1.0249,CA,">100,000",10966874
5,3,0.4392,CA,">100,000",10966874
6–10,7,1.0249,CA,">100,000",10966874
0,1,0.0,EOA,0–1,10966874
1,2519606,90.0765,EOA,0–1,10966874
11–20,437,0.0156,EOA,0–1,10966874
2,211633,7.5659,EOA,0–1,10966874
21–50,25,0.0009,EOA,0–1,10966874
3,42034,1.5027,EOA,0–1,10966874
4,13281,0.4748,EOA,0–1,10966874
5,6934,0.2479,EOA,0–1,10966874
51–100,7,0.0003,EOA,0–1,10966874
6–10,3226,0.1153,EOA,0–1,10966874
1,284832,64.6968,EOA,"1,000–10,000",10966874
11–20,5158,1.1716,EOA,"1,000–10,000",10966874
2,62086,14.1022,EOA,"1,000–10,000",10966874
21–50,566,0.1286,EOA,"1,000–10,000",10966874
3,33242,7.5506,EOA,"1,000–10,000",10966874
4,19447,4.4172,EOA,"1,000–10,000",10966874
5,12654,2.8742,EOA,"1,000–10,000",10966874
51–100,21,0.0048,EOA,"1,000–10,000",10966874
6–10,22248,5.0534,EOA,"1,000–10,000",10966874
>100,3,0.0007,EOA,"1,000–10,000",10966874
1,67373,66.698,EOA,"10,000–100,000",10966874
11–20,2910,2.8808,EOA,"10,000–100,000",10966874
2,10193,10.0909,EOA,"10,000–100,000",10966874
21–50,525,0.5197,EOA,"10,000–100,000",10966874
3,5996,5.9359,EOA,"10,000–100,000",10966874
4,4042,4.0015,EOA,"10,000–100,000",10966874
5,2967,2.9373,EOA,"10,000–100,000",10966874
51–100,25,0.0247,EOA,"10,000–100,000",10966874
6–10,6981,6.9111,EOA,"10,000–100,000",10966874
1,699547,78.904,EOA,"100–1,000",10966874
11–20,1760,0.1985,EOA,"100–1,000",10966874
2,96383,10.8713,EOA,"100–1,000",10966874
21–50,146,0.0165,EOA,"100–1,000",10966874
3,42514,4.7953,EOA,"100–1,000",10966874
4,20712,2.3362,EOA,"100–1,000",10966874
5,11262,1.2703,EOA,"100–1,000",10966874
51–100,4,0.0005,EOA,"100–1,000",10966874
6–10,14250,1.6073,EOA,"100–1,000",10966874
>100,2,0.0002,EOA,"100–1,000",10966874
1,3841199,86.3386,EOA,1–100,10966874
11–20,1448,0.0325,EOA,1–100,10966874
2,452375,10.168,EOA,1–100,10966874
21–50,97,0.0022,EOA,1–100,10966874
3,92623,2.0819,EOA,1–100,10966874
4,31904,0.7171,EOA,1–100,10966874
5,14243,0.3201,EOA,1–100,10966874
51–100,2,0.0,EOA,1–100,10966874
6–10,15103,0.3395,EOA,1–100,10966874
1,20113,75.1074,EOA,">100,000",10966874
11–20,584,2.1808,EOA,">100,000",10966874
2,2254,8.417,EOA,">100,000",10966874
21–50,174,0.6498,EOA,">100,000",10966874
3,1131,4.2235,EOA,">100,000",10966874
4,742,2.7708,EOA,">100,000",10966874
5,539,2.0128,EOA,">100,000",10966874
51–100,38,0.1419,EOA,">100,000",10966874
6–10,1195,4.4625,EOA,">100,000",10966874
>100,9,0.0336,EOA,">100,000",10966874
1,13568,97.4573,CA,0–1,11167817
11–20,1,0.0072,CA,0–1,11167817
2,331,2.3775,CA,0–1,11167817
3,11,0.079,CA,0–1,11167817
4,5,0.0359,CA,0–1,11167817
6–10,6,0.0431,CA,0–1,11167817
1,1390,79.0671,CA,"1,000–10,000",11167817
2,282,16.041,CA,"1,000–10,000",11167817
21–50,2,0.1138,CA,"1,000–10,000",11167817
3,39,2.2184,CA,"1,000–10,000",11167817
4,23,1.3083,CA,"1,000–10,000",11167817
5,12,0.6826,CA,"1,000–10,000",11167817
6–10,10,0.5688,CA,"1,000–10,000",11167817
1,883,72.6151,CA,"10,000–100,000",11167817
11–20,1,0.0822,CA,"10,000–100,000",11167817
2,289,23.7664,CA,"10,000–100,000",11167817
3,18,1.4803,CA,"10,000–100,000",11167817
4,8,0.6579,CA,"10,000–100,000",11167817
5,7,0.5757,CA,"10,000–100,000",11167817
6–10,10,0.8224,CA,"10,000–100,000",11167817
1,1666,83.4251,CA,"100–1,000",11167817
2,247,12.3686,CA,"100–1,000",11167817
3,40,2.003,CA,"100–1,000",11167817
4,18,0.9014,CA,"100–1,000",11167817
5,11,0.5508,CA,"100–1,000",11167817
6–10,15,0.7511,CA,"100–1,000",11167817
1,3242,88.7733,CA,1–100,11167817
2,296,8.1051,CA,1–100,11167817
3,59,1.6156,CA,1–100,11167817
4,23,0.6298,CA,1–100,11167817
5,19,0.5203,CA,1–100,11167817
6–10,13,0.356,CA,1–100,11167817
1,352,47.4394,CA,">100,000",11167817
11–20,1,0.1348,CA,">100,000",11167817
2,349,47.035,CA,">100,000",11167817
3,19,2.5606,CA,">100,000",11167817
4,8,1.0782,CA,">100,000",11167817
5,4,0.5391,CA,">100,000",11167817
6–10,9,1.2129,CA,">100,000",11167817
0,1,0.0,EOA,0–1,11167817
1,2631410,90.3944,EOA,0–1,11167817
11–20,457,0.0157,EOA,0–1,11167817
2,210924,7.2457,EOA,0–1,11167817
21–50,27,0.0009,EOA,0–1,11167817
3,43602,1.4978,EOA,0–1,11167817
4,13991,0.4806,EOA,0–1,11167817
5,7245,0.2489,EOA,0–1,11167817
51–100,8,0.0003,EOA,0–1,11167817
6–10,3367,0.1157,EOA,0–1,11167817
1,187910,57.6411,EOA,"1,000–10,000",11167817
11–20,5575,1.7101,EOA,"1,000–10,000",11167817
2,51879,15.9138,EOA,"1,000–10,000",11167817
21–50,747,0.2291,EOA,"1,000–10,000",11167817
3,28958,8.8828,EOA,"1,000–10,000",11167817
4,17561,5.3868,EOA,"1,000–10,000",11167817
5,11628,3.5669,EOA,"1,000–10,000",11167817
51–100,32,0.0098,EOA,"1,000–10,000",11167817
6–10,21709,6.6592,EOA,"1,000–10,000",11167817
>100,1,0.0003,EOA,"1,000–10,000",11167817
1,77312,71.3941,EOA,"10,000–100,000",11167817
11–20,2708,2.5007,EOA,"10,000–100,000",11167817
2,9811,9.06,EOA,"10,000–100,000",11167817
21–50,555,0.5125,EOA,"10,000–100,000",11167817
3,5532,5.1086,EOA,"10,000–100,000",11167817
4,3604,3.3281,EOA,"10,000–100,000",11167817
5,2627,2.4259,EOA,"10,000–100,000",11167817
51–100,32,0.0296,EOA,"10,000–100,000",11167817
6–10,6105,5.6377,EOA,"10,000–100,000",11167817
>100,3,0.0028,EOA,"10,000–100,000",11167817
1,532332,72.3113,EOA,"100–1,000",11167817
11–20,2436,0.3309,EOA,"100–1,000",11167817
2,101358,13.7683,EOA,"100–1,000",11167817
21–50,219,0.0297,EOA,"100–1,000",11167817
3,46486,6.3146,EOA,"100–1,000",11167817
4,23198,3.1512,EOA,"100–1,000",11167817
5,12812,1.7404,EOA,"100–1,000",11167817
51–100,6,0.0008,EOA,"100–1,000",11167817
6–10,17316,2.3522,EOA,"100–1,000",11167817
>100,4,0.0005,EOA,"100–1,000",11167817
1,4002237,85.8562,EOA,1–100,11167817
11–20,1764,0.0378,EOA,1–100,11167817
2,489250,10.4954,EOA,1–100,11167817
21–50,123,0.0026,EOA,1–100,11167817
3,100667,2.1595,EOA,1–100,11167817
4,34958,0.7499,EOA,1–100,11167817
5,15654,0.3358,EOA,1–100,11167817
51–100,8,0.0002,EOA,1–100,11167817
6–10,16898,0.3625,EOA,1–100,11167817
>100,2,0.0,EOA,1–100,11167817
1,18484,72.4749,EOA,">100,000",11167817
11–20,560,2.1957,EOA,">100,000",11167817
2,2470,9.6848,EOA,">100,000",11167817
21–50,198,0.7763,EOA,">100,000",11167817
3,1233,4.8345,EOA,">100,000",11167817
4,760,2.9799,EOA,">100,000",11167817
5,553,2.1683,EOA,">100,000",11167817
51–100,39,0.1529,EOA,">100,000",11167817
6–10,1194,4.6816,EOA,">100,000",11167817
>100,13,0.051,EOA,">100,000",11167817
1,16864,97.4854,CA,0–1,11363270
11–20,1,0.0058,CA,0–1,11363270
2,412,2.3816,CA,0–1,11363270
3,11,0.0636,CA,0–1,11363270
4,5,0.0289,CA,0–1,11363270
6–10,6,0.0347,CA,0–1,11363270
1,1609,79.2611,CA,"1,000–10,000",11363270
2,309,15.2217,CA,"1,000–10,000",11363270
21–50,2,0.0985,CA,"1,000–10,000",11363270
3,50,2.4631,CA,"1,000–10,000",11363270
4,30,1.4778,CA,"1,000–10,000",11363270
5,13,0.6404,CA,"1,000–10,000",11363270
6–10,17,0.8374,CA,"1,000–10,000",11363270
1,1032,74.1912,CA,"10,000–100,000",11363270
11–20,1,0.0719,CA,"10,000–100,000",11363270
2,301,21.6391,CA,"10,000–100,000",11363270
3,19,1.3659,CA,"10,000–100,000",11363270
4,11,0.7908,CA,"10,000–100,000",11363270
5,11,0.7908,CA,"10,000–100,000",11363270
6–10,16,1.1503,CA,"10,000–100,000",11363270
1,1979,83.9271,CA,"100–1,000",11363270
2,298,12.6378,CA,"100–1,000",11363270
3,39,1.6539,CA,"100–1,000",11363270
4,20,0.8482,CA,"100–1,000",11363270
5,11,0.4665,CA,"100–1,000",11363270
6–10,11,0.4665,CA,"100–1,000",11363270
1,4116,89.8886,CA,1–100,11363270
2,344,7.5126,CA,1–100,11363270
3,63,1.3758,CA,1–100,11363270
4,21,0.4586,CA,1–100,11363270
5,20,0.4368,CA,1–100,11363270
6–10,15,0.3276,CA,1–100,11363270
1,424,47.3214,CA,">100,000",11363270
11–20,2,0.2232,CA,">100,000",11363270
2,420,46.875,CA,">100,000",11363270
3,24,2.6786,CA,">100,000",11363270
4,12,1.3393,CA,">100,000",11363270
5,3,0.3348,CA,">100,000",11363270
6–10,11,1.2277,CA,">100,000",11363270
0,1,0.0,EOA,0–1,11363270
1,2780286,90.794,EOA,0–1,11363270
11–20,487,0.0159,EOA,0–1,11363270
2,215277,7.0302,EOA,0–1,11363270
21–50,37,0.0012,EOA,0–1,11363270
3,42403,1.3847,EOA,0–1,11363270
4,13353,0.4361,EOA,0–1,11363270
5,7044,0.23,EOA,0–1,11363270
51–100,12,0.0004,EOA,0–1,11363270
6–10,3291,0.1075,EOA,0–1,11363270
1,207705,58.6154,EOA,"1,000–10,000",11363270
11–20,5917,1.6698,EOA,"1,000–10,000",11363270
2,53689,15.1513,EOA,"1,000–10,000",11363270
21–50,824,0.2325,EOA,"1,000–10,000",11363270
3,30860,8.7089,EOA,"1,000–10,000",11363270
4,18796,5.3043,EOA,"1,000–10,000",11363270
5,12714,3.588,EOA,"1,000–10,000",11363270
51–100,36,0.0102,EOA,"1,000–10,000",11363270
6–10,23809,6.719,EOA,"1,000–10,000",11363270
>100,2,0.0006,EOA,"1,000–10,000",11363270
1,95202,70.5854,EOA,"10,000–100,000",11363270
11–20,3642,2.7003,EOA,"10,000–100,000",11363270
2,12201,9.0462,EOA,"10,000–100,000",11363270
21–50,773,0.5731,EOA,"10,000–100,000",11363270
3,6872,5.0951,EOA,"10,000–100,000",11363270
4,4707,3.4899,EOA,"10,000–100,000",11363270
5,3347,2.4816,EOA,"10,000–100,000",11363270
51–100,43,0.0319,EOA,"10,000–100,000",11363270
6–10,8083,5.993,EOA,"10,000–100,000",11363270
>100,5,0.0037,EOA,"10,000–100,000",11363270
1,551733,72.9098,EOA,"100–1,000",11363270
11–20,2300,0.3039,EOA,"100–1,000",11363270
2,103154,13.6315,EOA,"100–1,000",11363270
21–50,209,0.0276,EOA,"100–1,000",11363270
3,46946,6.2038,EOA,"100–1,000",11363270
4,23236,3.0706,EOA,"100–1,000",11363270
5,12529,1.6557,EOA,"100–1,000",11363270
51–100,8,0.0011,EOA,"100–1,000",11363270
6–10,16616,2.1958,EOA,"100–1,000",11363270
>100,3,0.0004,EOA,"100–1,000",11363270
1,4368576,86.295,EOA,1–100,11363270
11–20,1679,0.0332,EOA,1–100,11363270
2,519519,10.2624,EOA,1–100,11363270
21–50,112,0.0022,EOA,1–100,11363270
3,105503,2.0841,EOA,1–100,11363270
4,35522,0.7017,EOA,1–100,11363270
5,15094,0.2982,EOA,1–100,11363270
51–100,7,0.0001,EOA,1–100,11363270
6–10,16359,0.3231,EOA,1–100,11363270
>100,3,0.0001,EOA,1–100,11363270
1,23697,72.2558,EOA,">100,000",11363270
11–20,779,2.3753,EOA,">100,000",11363270
2,3193,9.7359,EOA,">100,000",11363270
21–50,251,0.7653,EOA,">100,000",11363270
3,1607,4.9,EOA,">100,000",11363270
4,939,2.8632,EOA,">100,000",11363270
5,681,2.0765,EOA,">100,000",11363270
51–100,46,0.1403,EOA,">100,000",11363270
6–10,1586,4.836,EOA,">100,000",11363270
>100,17,0.0518,EOA,">100,000",11363270
1,18509,97.3543,CA,0–1,11565019
11–20,1,0.0053,CA,0–1,11565019
2,477,2.5089,CA,0–1,11565019
3,14,0.0736,CA,0–1,11565019
4,4,0.021,CA,0–1,11565019
6–10,7,0.0368,CA,0–1,11565019
1,1883,80.0595,CA,"1,000–10,000",11565019
2,355,15.0935,CA,"1,000–10,000",11565019
21–50,2,0.085,CA,"1,000–10,000",11565019
3,48,2.0408,CA,"1,000–10,000",11565019
4,31,1.318,CA,"1,000–10,000",11565019
5,15,0.6378,CA,"1,000–10,000",11565019
6–10,18,0.7653,CA,"1,000–10,000",11565019
1,1139,74.1054,CA,"10,000–100,000",11565019
11–20,1,0.0651,CA,"10,000–100,000",11565019
