size_bucket,wallet_count,wallet_pct,wealth_bucket,block
>100,329,0.0934,"10,000–100,000",22820674
1,2687527,68.1968,"100–1,000",22820674
11–20,36645,0.9299,"100–1,000",22820674
2,588579,14.9354,"100–1,000",22820674
21–50,7331,0.186,"100–1,000",22820674
3,259151,6.576,"100–1,000",22820674
4,139005,3.5273,"100–1,000",22820674
5,82546,2.0946,"100–1,000",22820674
51–100,612,0.0155,"100–1,000",22820674
6–10,139214,3.5326,"100–1,000",22820674
>100,232,0.0059,"100–1,000",22820674
1,12607813,82.4631,1–100,22820674
11–20,25370,0.1659,1–100,22820674
2,1742272,11.3956,1–100,22820674
21–50,5276,0.0345,1–100,22820674
3,485526,3.1756,1–100,22820674
4,196930,1.288,1–100,22820674
5,96696,0.6325,1–100,22820674
51–100,555,0.0036,1–100,22820674
6–10,128377,0.8397,1–100,22820674
>100,222,0.0015,1–100,22820674
1,53217,50.751,">100,000",22820674
11–20,3869,3.6897,">100,000",22820674
2,20596,19.6416,">100,000",22820674
21–50,1882,1.7948,">100,000",22820674
3,8893,8.4809,">100,000",22820674
4,4716,4.4975,">100,000",22820674
5,3247,3.0965,">100,000",22820674
51–100,411,0.392,">100,000",22820674
6–10,7650,7.2955,">100,000",22820674
>100,378,0.3605,">100,000",22820674
0,47049,0.375,0–1,23042514
1,11422475,91.0467,0–1,23042514
11–20,6460,0.0515,0–1,23042514
2,772868,6.1604,0–1,23042514
21–50,1755,0.014,0–1,23042514
3,173846,1.3857,0–1,23042514
4,61246,0.4882,0–1,23042514
5,28738,0.2291,0–1,23042514
51–100,324,0.0026,0–1,23042514
6–10,30727,0.2449,0–1,23042514
>100,241,0.0019,0–1,23042514
1,694300,49.5576,"1,000–10,000",23042514
11–20,50714,3.6199,"1,000–10,000",23042514
2,235635,16.8191,"1,000–10,000",23042514
21–50,13409,0.9571,"1,000–10,000",23042514
3,131790,9.4069,"1,000–10,000",23042514
4,86006,6.1389,"1,000–10,000",23042514
5,59194,4.2251,"1,000–10,000",23042514
51–100,1116,0.0797,"1,000–10,000",23042514
6–10,128481,9.1707,"1,000–10,000",23042514
>100,351,0.0251,"1,000–10,000",23042514
1,166941,42.7689,"10,000–100,000",23042514
11–20,22520,5.7694,"10,000–100,000",23042514
2,70817,18.1427,"10,000–100,000",23042514
21–50,8711,2.2317,"10,000–100,000",23042514
3,35886,9.1937,"10,000–100,000",23042514
4,23514,6.0241,"10,000–100,000",23042514
5,17430,4.4654,"10,000–100,000",23042514
51–100,1099,0.2816,"10,000–100,000",23042514
6–10,43090,11.0393,"10,000–100,000",23042514
>100,325,0.0833,"10,000–100,000",23042514
1,2788907,68.434,"100–1,000",23042514
11–20,35499,0.8711,"100–1,000",23042514
2,616915,15.1378,"100–1,000",23042514
21–50,7077,0.1737,"100–1,000",23042514
3,266263,6.5335,"100–1,000",23042514
4,140669,3.4517,"100–1,000",23042514
5,82424,2.0225,"100–1,000",23042514
51–100,588,0.0144,"100–1,000",23042514
6–10,136754,3.3557,"100–1,000",23042514
>100,227,0.0056,"100–1,000",23042514
1,12702751,82.7367,1–100,23042514
11–20,24663,0.1606,1–100,23042514
2,1729649,11.2657,1–100,23042514
21–50,5165,0.0336,1–100,23042514
3,477153,3.1078,1–100,23042514
4,193163,1.2581,1–100,23042514
5,94737,0.617,1–100,23042514
51–100,577,0.0038,1–100,23042514
6–10,125136,0.815,1–100,23042514
>100,232,0.0015,1–100,23042514
1,56815,49.9508,">100,000",23042514
11–20,4380,3.8508,">100,000",23042514
2,22407,19.6998,">100,000",23042514
21–50,2110,1.8551,">100,000",23042514
3,9702,8.5298,">100,000",23042514
4,5228,4.5964,">100,000",23042514
5,3660,3.2178,">100,000",23042514
51–100,464,0.4079,">100,000",23042514
6–10,8572,7.5364,">100,000",23042514
>100,404,0.3552,">100,000",23042514
0,47141,0.3558,0–1,23264566
1,12065532,91.0636,0–1,23264566
11–20,6701,0.0506,0–1,23264566
2,818331,6.1763,0–1,23264566
21–50,1816,0.0137,0–1,23264566
3,182435,1.3769,0–1,23264566
4,64249,0.4849,0–1,23264566
5,30412,0.2295,0–1,23264566
51–100,323,0.0024,0–1,23264566
6–10,32365,0.2443,0–1,23264566
>100,254,0.0019,0–1,23264566
1,700044,48.2795,"1,000–10,000",23264566
11–20,51564,3.5562,"1,000–10,000",23264566
2,258756,17.8455,"1,000–10,000",23264566
21–50,13770,0.9497,"1,000–10,000",23264566
3,140927,9.7192,"1,000–10,000",23264566
4,90109,6.2145,"1,000–10,000",23264566
5,61382,4.2333,"1,000–10,000",23264566
51–100,1160,0.08,"1,000–10,000",23264566
6–10,131911,9.0974,"1,000–10,000",23264566
>100,360,0.0248,"1,000–10,000",23264566
1,160956,39.6437,"10,000–100,000",23264566
11–20,23205,5.7154,"10,000–100,000",23264566
2,79456,19.5701,"10,000–100,000",23264566
21–50,8727,2.1495,"10,000–100,000",23264566
3,41426,10.2033,"10,000–100,000",23264566
4,26285,6.474,"10,000–100,000",23264566
5,19019,4.6844,"10,000–100,000",23264566
51–100,1097,0.2702,"10,000–100,000",23264566
6–10,45494,11.2052,"10,000–100,000",23264566
>100,342,0.0842,"10,000–100,000",23264566
1,2857145,68.1239,"100–1,000",23264566
11–20,36559,0.8717,"100–1,000",23264566
2,648981,15.4739,"100–1,000",23264566
21–50,7249,0.1728,"100–1,000",23264566
3,274734,6.5506,"100–1,000",23264566
4,144848,3.4537,"100–1,000",23264566
5,84409,2.0126,"100–1,000",23264566
51–100,625,0.0149,"100–1,000",23264566
6–10,139248,3.3201,"100–1,000",23264566
>100,246,0.0059,"100–1,000",23264566
1,12904179,82.4381,1–100,23264566
11–20,25294,0.1616,1–100,23264566
2,1780119,11.3723,1–100,23264566
21–50,5323,0.034,1–100,23264566
3,513794,3.2824,1–100,23264566
4,198556,1.2685,1–100,23264566
5,96818,0.6185,1–100,23264566
51–100,604,0.0039,1–100,23264566
6–10,128244,0.8193,1–100,23264566
>100,242,0.0015,1–100,23264566
1,55404,46.4075,">100,000",23264566
11–20,4670,3.9117,">100,000",23264566
2,24752,20.7327,">100,000",23264566
21–50,2197,1.8402,">100,000",23264566
3,11541,9.667,">100,000",23264566
4,6276,5.2569,">100,000",23264566
5,4263,3.5708,">100,000",23264566
51–100,445,0.3727,">100,000",23264566
6–10,9415,7.8862,">100,000",23264566
>100,423,0.3543,">100,000",23264566
0,47247,0.3342,0–1,23479244
1,12874718,91.0713,0–1,23479244
11–20,7229,0.0511,0–1,23479244
2,875479,6.1928,0–1,23479244
21–50,1980,0.014,0–1,23479244
3,193820,1.371,0–1,23479244
4,68298,0.4831,0–1,23479244
5,32361,0.2289,0–1,23479244
51–100,361,0.0026,0–1,23479244
6–10,35204,0.249,0–1,23479244
>100,275,0.0019,0–1,23479244
1,679524,47.5241,"1,000–10,000",23479244
11–20,51992,3.6362,"1,000–10,000",23479244
2,257048,17.9773,"1,000–10,000",23479244
21–50,14206,0.9935,"1,000–10,000",23479244
3,142008,9.9317,"1,000–10,000",23479244
4,90381,6.321,"1,000–10,000",23479244
5,61703,4.3153,"1,000–10,000",23479244
51–100,1180,0.0825,"1,000–10,000",23479244
6–10,131428,9.1917,"1,000–10,000",23479244
>100,380,0.0266,"1,000–10,000",23479244
1,149594,38.0694,"10,000–100,000",23479244
11–20,22147,5.6361,"10,000–100,000",23479244
2,79646,20.2687,"10,000–100,000",23479244
21–50,8379,2.1323,"10,000–100,000",23479244
3,42395,10.7889,"10,000–100,000",23479244
4,26151,6.655,"10,000–100,000",23479244
5,18788,4.7813,"10,000–100,000",23479244
51–100,1054,0.2682,"10,000–100,000",23479244
6–10,44451,11.3121,"10,000–100,000",23479244
>100,346,0.0881,"10,000–100,000",23479244
1,3056703,68.932,"100–1,000",23479244
11–20,38847,0.876,"100–1,000",23479244
2,670591,15.1226,"100–1,000",23479244
21–50,7784,0.1755,"100–1,000",23479244
3,279932,6.3128,"100–1,000",23479244
4,148351,3.3455,"100–1,000",23479244
5,86436,1.9492,"100–1,000",23479244
51–100,674,0.0152,"100–1,000",23479244
6–10,144800,3.2654,"100–1,000",23479244
>100,257,0.0058,"100–1,000",23479244
1,12801129,81.4952,1–100,23479244
11–20,27296,0.1738,1–100,23479244
2,1860014,11.8413,1–100,23479244
21–50,5687,0.0362,1–100,23479244
3,561737,3.5762,1–100,23479244
4,209999,1.3369,1–100,23479244
5,103821,0.661,1–100,23479244
51–100,620,0.0039,1–100,23479244
6–10,137280,0.874,1–100,23479244
>100,257,0.0016,1–100,23479244
1,52993,44.8865,">100,000",23479244
11–20,4551,3.8548,">100,000",23479244
2,24987,21.1647,">100,000",23479244
21–50,2083,1.7644,">100,000",23479244
3,12058,10.2135,">100,000",23479244
4,6671,5.6505,">100,000",23479244
5,4333,3.6702,">100,000",23479244
51–100,451,0.382,">100,000",23479244
6–10,9515,8.0595,">100,000",23479244
>100,418,0.3541,">100,000",23479244
0,48128,0.3233,0–1,23700767
1,13535067,90.9241,0–1,23700767
11–20,7924,0.0532,0–1,23700767
2,933986,6.2742,0–1,23700767
21–50,2190,0.0147,0–1,23700767
3,209331,1.4062,0–1,23700767
4,74537,0.5007,0–1,23700767
5,35504,0.2385,0–1,23700767
51–100,397,0.0027,0–1,23700767
6–10,38752,0.2603,0–1,23700767
>100,301,0.002,0–1,23700767
1,631303,47.844,"1,000–10,000",23700767
11–20,49941,3.7848,"1,000–10,000",23700767
2,234447,17.7678,"1,000–10,000",23700767
21–50,14192,1.0756,"1,000–10,000",23700767
3,128003,9.7009,"1,000–10,000",23700767
4,81868,6.2045,"1,000–10,000",23700767
5,56370,4.2721,"1,000–10,000",23700767
51–100,1227,0.093,"1,000–10,000",23700767
6–10,121773,9.2287,"1,000–10,000",23700767
>100,378,0.0286,"1,000–10,000",23700767
1,144320,39.8819,"10,000–100,000",23700767
11–20,18678,5.1616,"10,000–100,000",23700767
2,75055,20.741,"10,000–100,000",23700767
21–50,7327,2.0248,"10,000–100,000",23700767
3,38319,10.5892,"10,000–100,000",23700767
4,23056,6.3714,"10,000–100,000",23700767
5,16074,4.442,"10,000–100,000",23700767
51–100,944,0.2609,"10,000–100,000",23700767
6–10,37747,10.4312,"10,000–100,000",23700767
>100,348,0.0962,"10,000–100,000",23700767
1,2927432,68.6294,"100–1,000",23700767
11–20,41469,0.9722,"100–1,000",23700767
2,638340,14.965,"100–1,000",23700767
21–50,8588,0.2013,"100–1,000",23700767
3,269331,6.3141,"100–1,000",23700767
4,144898,3.3969,"100–1,000",23700767
5,86372,2.0249,"100–1,000",23700767
51–100,733,0.0172,"100–1,000",23700767
6–10,148128,3.4726,"100–1,000",23700767
>100,276,0.0065,"100–1,000",23700767
1,12806748,80.9507,1–100,23700767
11–20,30348,0.1918,1–100,23700767
2,1908563,12.0639,1–100,23700767
21–50,6257,0.0396,1–100,23700767
3,585403,3.7003,1–100,23700767
4,222334,1.4054,1–100,23700767
5,110843,0.7006,1–100,23700767
51–100,670,0.0042,1–100,23700767
6–10,148981,0.9417,1–100,23700767
>100,275,0.0017,1–100,23700767
1,51082,45.4672,">100,000",23700767
11–20,4189,3.7286,">100,000",23700767
2,24214,21.5525,">100,000",23700767
21–50,1842,1.6395,">100,000",23700767
3,11503,10.2386,">100,000",23700767
4,6254,5.5666,">100,000",23700767
5,4046,3.6013,">100,000",23700767
51–100,418,0.3721,">100,000",23700767
6–10,8394,7.4714,">100,000",23700767
>100,407,0.3623,">100,000",23700767
0,50357,0.3272,0–1,23914921
1,13941284,90.5791,0–1,23914921
11–20,8655,0.0562,0–1,23914921
2,998066,6.4846,0–1,23914921
21–50,2395,0.0156,0–1,23914921
3,226427,1.4711,0–1,23914921
4,81055,0.5266,0–1,23914921
5,38976,0.2532,0–1,23914921
51–100,434,0.0028,0–1,23914921
6–10,43312,0.2814,0–1,23914921
>100,315,0.002,0–1,23914921
1,451452,36.0926,"1,000–10,000",23914921
11–20,47574,3.8034,"1,000–10,000",23914921
2,353525,28.2635,"1,000–10,000",23914921
21–50,13930,1.1137,"1,000–10,000",23914921
3,136171,10.8866,"1,000–10,000",23914921
4,79398,6.3477,"1,000–10,000",23914921
5,53431,4.2717,"1,000–10,000",23914921
51–100,1221,0.0976,"1,000–10,000",23914921
6–10,113735,9.0929,"1,000–10,000",23914921
>100,380,0.0304,"1,000–10,000",23914921
1,110556,32.5871,"10,000–100,000",23914921
11–20,16282,4.7992,"10,000–100,000",23914921
2,86775,25.5775,"10,000–100,000",23914921
21–50,6328,1.8652,"10,000–100,000",23914921
3,44400,13.0872,"10,000–100,000",23914921
4,24151,7.1187,"10,000–100,000",23914921
5,15447,4.5531,"10,000–100,000",23914921
51–100,881,0.2597,"10,000–100,000",23914921
6–10,34113,10.055,"10,000–100,000",23914921
>100,330,0.0973,"10,000–100,000",23914921
1,2442149,61.1215,"100–1,000",23914921
11–20,43590,1.091,"100–1,000",23914921
2,848126,21.2267,"100–1,000",23914921
21–50,9506,0.2379,"100–1,000",23914921
3,272995,6.8324,"100–1,000",23914921
4,142780,3.5735,"100–1,000",23914921
5,85536,2.1408,"100–1,000",23914921
51–100,789,0.0197,"100–1,000",23914921
6–10,149800,3.7492,"100–1,000",23914921
>100,296,0.0074,"100–1,000",23914921
1,13168039,80.8532,1–100,23914921
11–20,33783,0.2074,1–100,23914921
2,1955458,12.0067,1–100,23914921
21–50,6755,0.0415,1–100,23914921
3,606983,3.7269,1–100,23914921
4,235003,1.4429,1–100,23914921
5,117853,0.7236,1–100,23914921
51–100,739,0.0045,1–100,23914921
6–10,161435,0.9912,1–100,23914921
>100,305,0.0019,1–100,23914921
1,41930,38.1657,">100,000",23914921
11–20,3920,3.5681,">100,000",23914921
2,27253,24.8063,">100,000",23914921
21–50,1694,1.5419,">100,000",23914921
3,14163,12.8915,">100,000",23914921
4,7393,6.7293,">100,000",23914921
5,4411,4.015,">100,000",23914921
51–100,385,0.3504,">100,000",23914921
6–10,8323,7.5758,">100,000",23914921
>100,391,0.3559,">100,000",23914921
