size_bucket,wallet_count,wallet_pct,wealth_bucket,block
1,8369518,85.5737,1–100,15649595
11–20,6306,0.0645,1–100,15649595
2,1015650,10.3845,1–100,15649595
21–50,1024,0.0105,1–100,15649595
3,231253,2.3644,1–100,15649595
4,81503,0.8333,1–100,15649595
5,35778,0.3658,1–100,15649595
51–100,77,0.0008,1–100,15649595
6–10,39325,0.4021,1–100,15649595
>100,43,0.0004,1–100,15649595
1,61554,63.8355,">100,000",15649595
11–20,2235,2.3178,">100,000",15649595
2,15283,15.8495,">100,000",15649595
21–50,1024,1.062,">100,000",15649595
3,6241,6.4723,">100,000",15649595
4,3268,3.3891,">100,000",15649595
5,2028,2.1032,">100,000",15649595
51–100,179,0.1856,">100,000",15649595
6–10,4460,4.6253,">100,000",15649595
>100,154,0.1597,">100,000",15649595
0,308,0.0052,0–1,15871480
1,5509404,92.8368,0–1,15871480
11–20,1216,0.0205,0–1,15871480
2,316646,5.3357,0–1,15871480
21–50,240,0.004,0–1,15871480
3,66372,1.1184,0–1,15871480
4,21473,0.3618,0–1,15871480
5,10531,0.1775,0–1,15871480
51–100,55,0.0009,0–1,15871480
6–10,8193,0.1381,0–1,15871480
>100,64,0.0011,0–1,15871480
1,478370,52.9818,"1,000–10,000",15871480
11–20,21994,2.4359,"1,000–10,000",15871480
2,163271,18.0831,"1,000–10,000",15871480
21–50,4822,0.5341,"1,000–10,000",15871480
3,86227,9.5501,"1,000–10,000",15871480
4,51335,5.6856,"1,000–10,000",15871480
5,32844,3.6376,"1,000–10,000",15871480
51–100,270,0.0299,"1,000–10,000",15871480
6–10,63703,7.0554,"1,000–10,000",15871480
>100,59,0.0065,"1,000–10,000",15871480
1,140486,53.7869,"10,000–100,000",15871480
11–20,8987,3.4408,"10,000–100,000",15871480
2,44429,17.0102,"10,000–100,000",15871480
21–50,3329,1.2746,"10,000–100,000",15871480
3,21835,8.3598,"10,000–100,000",15871480
4,13081,5.0082,"10,000–100,000",15871480
5,8856,3.3906,"10,000–100,000",15871480
51–100,328,0.1256,"10,000–100,000",15871480
6–10,19778,7.5723,"10,000–100,000",15871480
>100,81,0.031,"10,000–100,000",15871480
1,2465103,73.679,"100–1,000",15871480
11–20,12725,0.3803,"100–1,000",15871480
2,485500,14.511,"100–1,000",15871480
21–50,1864,0.0557,"100–1,000",15871480
3,182382,5.4512,"100–1,000",15871480
4,85787,2.5641,"100–1,000",15871480
5,46115,1.3783,"100–1,000",15871480
51–100,98,0.0029,"100–1,000",15871480
6–10,66126,1.9764,"100–1,000",15871480
>100,32,0.001,"100–1,000",15871480
1,8343363,85.4617,1–100,15871480
11–20,6458,0.0661,1–100,15871480
2,1020795,10.4561,1–100,15871480
21–50,1051,0.0108,1–100,15871480
3,232395,2.3804,1–100,15871480
4,82283,0.8428,1–100,15871480
5,36153,0.3703,1–100,15871480
51–100,82,0.0008,1–100,15871480
6–10,40065,0.4104,1–100,15871480
>100,49,0.0005,1–100,15871480
1,58441,59.7617,">100,000",15871480
11–20,2378,2.4317,">100,000",15871480
2,17328,17.7196,">100,000",15871480
21–50,1127,1.1525,">100,000",15871480
3,7173,7.3351,">100,000",15871480
4,3893,3.981,">100,000",15871480
5,2274,2.3254,">100,000",15871480
51–100,211,0.2158,">100,000",15871480
6–10,4810,4.9187,">100,000",15871480
>100,155,0.1585,">100,000",15871480
0,310,0.0052,0–1,16086234
1,5566698,92.5357,0–1,16086234
11–20,1398,0.0232,0–1,16086234
2,333306,5.5406,0–1,16086234
21–50,269,0.0045,0–1,16086234
3,70284,1.1683,0–1,16086234
4,23410,0.3891,0–1,16086234
5,11172,0.1857,0–1,16086234
51–100,72,0.0012,0–1,16086234
6–10,8737,0.1452,0–1,16086234
>100,74,0.0012,0–1,16086234
1,458743,52.1921,"1,000–10,000",16086234
11–20,22988,2.6154,"1,000–10,000",16086234
2,156563,17.8125,"1,000–10,000",16086234
21–50,5332,0.6066,"1,000–10,000",16086234
3,84389,9.6011,"1,000–10,000",16086234
4,51090,5.8126,"1,000–10,000",16086234
5,33416,3.8018,"1,000–10,000",16086234
51–100,295,0.0336,"1,000–10,000",16086234
6–10,66072,7.5171,"1,000–10,000",16086234
>100,63,0.0072,"1,000–10,000",16086234
1,135896,52.8595,"10,000–100,000",16086234
11–20,9031,3.5128,"10,000–100,000",16086234
2,45149,17.5616,"10,000–100,000",16086234
21–50,3282,1.2766,"10,000–100,000",16086234
3,21652,8.422,"10,000–100,000",16086234
4,13157,5.1177,"10,000–100,000",16086234
5,8913,3.4669,"10,000–100,000",16086234
51–100,339,0.1319,"10,000–100,000",16086234
6–10,19570,7.6121,"10,000–100,000",16086234
>100,100,0.0389,"10,000–100,000",16086234
1,2244295,72.0898,"100–1,000",16086234
11–20,14544,0.4672,"100–1,000",16086234
2,460590,14.7948,"100–1,000",16086234
21–50,2142,0.0688,"100–1,000",16086234
3,182960,5.8769,"100–1,000",16086234
4,88736,2.8503,"100–1,000",16086234
5,48649,1.5627,"100–1,000",16086234
51–100,110,0.0035,"100–1,000",16086234
6–10,71136,2.285,"100–1,000",16086234
>100,33,0.0011,"100–1,000",16086234
1,8594506,85.1528,1–100,16086234
11–20,7218,0.0715,1–100,16086234
2,1066763,10.5693,1–100,16086234
21–50,1201,0.0119,1–100,16086234
3,249481,2.4718,1–100,16086234
4,88916,0.881,1–100,16086234
5,40017,0.3965,1–100,16086234
51–100,91,0.0009,1–100,16086234
6–10,44794,0.4438,1–100,16086234
>100,47,0.0005,1–100,16086234
1,60663,60.4755,">100,000",16086234
11–20,2327,2.3198,">100,000",16086234
2,17534,17.4798,">100,000",16086234
21–50,1061,1.0577,">100,000",16086234
3,7376,7.3532,">100,000",16086234
4,3914,3.9019,">100,000",16086234
5,2342,2.3348,">100,000",16086234
51–100,187,0.1864,">100,000",16086234
6–10,4776,4.7612,">100,000",16086234
>100,130,0.1296,">100,000",16086234
0,43624,0.7013,0–1,16308190
1,5707794,91.7566,0–1,16308190
11–20,1629,0.0262,0–1,16308190
2,348302,5.5992,0–1,16308190
21–50,293,0.0047,0–1,16308190
3,73452,1.1808,0–1,16308190
4,24610,0.3956,0–1,16308190
5,11602,0.1865,0–1,16308190
51–100,77,0.0012,0–1,16308190
6–10,9123,0.1467,0–1,16308190
>100,76,0.0012,0–1,16308190
1,441024,52.7271,"1,000–10,000",16308190
11–20,23426,2.8007,"1,000–10,000",16308190
2,145167,17.3556,"1,000–10,000",16308190
21–50,5693,0.6806,"1,000–10,000",16308190
3,77874,9.3103,"1,000–10,000",16308190
4,47710,5.704,"1,000–10,000",16308190
5,31253,3.7365,"1,000–10,000",16308190
51–100,325,0.0389,"1,000–10,000",16308190
6–10,63880,7.6372,"1,000–10,000",16308190
>100,75,0.009,"1,000–10,000",16308190
1,135086,53.5036,"10,000–100,000",16308190
11–20,8190,3.2438,"10,000–100,000",16308190
2,45300,17.942,"10,000–100,000",16308190
21–50,3033,1.2013,"10,000–100,000",16308190
3,21142,8.3737,"10,000–100,000",16308190
4,12772,5.0586,"10,000–100,000",16308190
5,8387,3.3218,"10,000–100,000",16308190
51–100,314,0.1244,"10,000–100,000",16308190
6–10,18152,7.1895,"10,000–100,000",16308190
>100,104,0.0412,"10,000–100,000",16308190
1,1741606,67.9992,"100–1,000",16308190
11–20,16099,0.6286,"100–1,000",16308190
2,410835,16.0406,"100–1,000",16308190
21–50,2394,0.0935,"100–1,000",16308190
3,175619,6.8569,"100–1,000",16308190
4,88590,3.4589,"100–1,000",16308190
5,50229,1.9611,"100–1,000",16308190
51–100,119,0.0046,"100–1,000",16308190
6–10,75689,2.9552,"100–1,000",16308190
>100,35,0.0014,"100–1,000",16308190
1,8727896,84.6895,1–100,16308190
11–20,7874,0.0764,1–100,16308190
2,1111623,10.7864,1–100,16308190
21–50,1321,0.0128,1–100,16308190
3,266800,2.5888,1–100,16308190
4,96582,0.9372,1–100,16308190
5,43811,0.4251,1–100,16308190
51–100,102,0.001,1–100,16308190
6–10,49694,0.4822,1–100,16308190
>100,54,0.0005,1–100,16308190
1,62676,61.7948,">100,000",16308190
11–20,2204,2.173,">100,000",16308190
2,17343,17.0992,">100,000",16308190
21–50,977,0.9633,">100,000",16308190
3,7323,7.22,">100,000",16308190
4,3825,3.7712,">100,000",16308190
5,2265,2.2332,">100,000",16308190
51–100,176,0.1735,">100,000",16308190
6–10,4510,4.4466,">100,000",16308190
>100,127,0.1252,">100,000",16308190
0,43627,0.7184,0–1,16530248
1,5586828,91.9969,0–1,16530248
11–20,1349,0.0222,0–1,16530248
2,329498,5.4258,0–1,16530248
21–50,280,0.0046,0–1,16530248
3,68596,1.1296,0–1,16530248
4,22938,0.3777,0–1,16530248
5,11003,0.1812,0–1,16530248
51–100,77,0.0013,0–1,16530248
6–10,8574,0.1412,0–1,16530248
>100,75,0.0012,0–1,16530248
1,506185,51.6176,"1,000–10,000",16530248
11–20,25188,2.5685,"1,000–10,000",16530248
2,177091,18.0586,"1,000–10,000",16530248
21–50,5495,0.5603,"1,000–10,000",16530248
3,95790,9.7681,"1,000–10,000",16530248
4,58174,5.9322,"1,000–10,000",16530248
5,37912,3.866,"1,000–10,000",16530248
51–100,294,0.03,"1,000–10,000",16530248
6–10,74445,7.5914,"1,000–10,000",16530248
>100,70,0.0071,"1,000–10,000",16530248
1,145205,50.8913,"10,000–100,000",16530248
11–20,10779,3.7778,"10,000–100,000",16530248
2,50786,17.7994,"10,000–100,000",16530248
21–50,3886,1.362,"10,000–100,000",16530248
3,25083,8.7911,"10,000–100,000",16530248
4,15520,5.4394,"10,000–100,000",16530248
5,10367,3.6334,"10,000–100,000",16530248
51–100,388,0.136,"10,000–100,000",16530248
6–10,23200,8.1311,"10,000–100,000",16530248
>100,110,0.0386,"10,000–100,000",16530248
1,1905612,69.1863,"100–1,000",16530248
11–20,13969,0.5072,"100–1,000",16530248
2,442089,16.0508,"100–1,000",16530248
21–50,2111,0.0766,"100–1,000",16530248
3,182522,6.6268,"100–1,000",16530248
4,88621,3.2175,"100–1,000",16530248
5,48917,1.776,"100–1,000",16530248
51–100,111,0.004,"100–1,000",16530248
6–10,70333,2.5536,"100–1,000",16530248
>100,34,0.0012,"100–1,000",16530248
1,8747313,85.2896,1–100,16530248
11–20,7358,0.0717,1–100,16530248
2,1078095,10.5118,1–100,16530248
21–50,1235,0.012,1–100,16530248
3,249964,2.4372,1–100,16530248
4,88417,0.8621,1–100,16530248
5,39536,0.3855,1–100,16530248
51–100,86,0.0008,1–100,16530248
6–10,43955,0.4286,1–100,16530248
>100,55,0.0005,1–100,16530248
1,71408,62.8,">100,000",16530248
11–20,2553,2.2452,">100,000",16530248
2,18495,16.2655,">100,000",16530248
21–50,1144,1.0061,">100,000",16530248
3,7778,6.8404,">100,000",16530248
4,4275,3.7597,">100,000",16530248
5,2488,2.1881,">100,000",16530248
51–100,203,0.1785,">100,000",16530248
6–10,5216,4.5872,">100,000",16530248
>100,147,0.1293,">100,000",16530248
0,43632,0.6966,0–1,16730072
1,5775158,92.2072,0–1,16730072
11–20,1366,0.0218,0–1,16730072
2,331267,5.2891,0–1,16730072
21–50,292,0.0047,0–1,16730072
3,69227,1.1053,0–1,16730072
4,22522,0.3596,0–1,16730072
5,10983,0.1754,0–1,16730072
51–100,74,0.0012,0–1,16730072
6–10,8645,0.138,0–1,16730072
>100,75,0.0012,0–1,16730072
1,519120,50.79,"1,000–10,000",16730072
11–20,26285,2.5717,"1,000–10,000",16730072
2,187746,18.3688,"1,000–10,000",16730072
21–50,5553,0.5433,"1,000–10,000",16730072
3,101886,9.9684,"1,000–10,000",16730072
4,62157,6.0814,"1,000–10,000",16730072
5,40193,3.9324,"1,000–10,000",16730072
51–100,299,0.0293,"1,000–10,000",16730072
6–10,78779,7.7076,"1,000–10,000",16730072
>100,73,0.0071,"1,000–10,000",16730072
1,143530,48.6486,"10,000–100,000",16730072
11–20,12056,4.0863,"10,000–100,000",16730072
2,53526,18.1423,"10,000–100,000",16730072
21–50,4402,1.492,"10,000–100,000",16730072
3,26986,9.1467,"10,000–100,000",16730072
4,16896,5.7268,"10,000–100,000",16730072
5,11289,3.8263,"10,000–100,000",16730072
51–100,403,0.1366,"10,000–100,000",16730072
6–10,25827,8.7539,"10,000–100,000",16730072
>100,119,0.0403,"10,000–100,000",16730072
1,1856887,68.3179,"100–1,000",16730072
11–20,13481,0.496,"100–1,000",16730072
2,450544,16.5762,"100–1,000",16730072
21–50,2101,0.0773,"100–1,000",16730072
3,185377,6.8203,"100–1,000",16730072
4,89933,3.3088,"100–1,000",16730072
5,49292,1.8135,"100–1,000",16730072
51–100,106,0.0039,"100–1,000",16730072
6–10,70257,2.5849,"100–1,000",16730072
>100,33,0.0012,"100–1,000",16730072
1,8735642,85.3798,1–100,16730072
11–20,7170,0.0701,1–100,16730072
2,1073551,10.4926,1–100,16730072
21–50,1198,0.0117,1–100,16730072
3,246290,2.4072,1–100,16730072
4,86903,0.8494,1–100,16730072
5,38256,0.3739,1–100,16730072
51–100,87,0.0009,1–100,16730072
6–10,42350,0.4139,1–100,16730072
>100,61,0.0006,1–100,16730072
1,73370,62.8378,">100,000",16730072
11–20,2667,2.2842,">100,000",16730072
2,18751,16.0593,">100,000",16730072
21–50,1272,1.0894,">100,000",16730072
3,7825,6.7017,">100,000",16730072
4,4428,3.7924,">100,000",16730072
5,2531,2.1677,">100,000",16730072
51–100,213,0.1824,">100,000",16730072
6–10,5549,4.7524,">100,000",16730072
>100,155,0.1327,">100,000",16730072
0,43616,0.6979,0–1,16950603
1,5747170,91.9626,0–1,16950603
11–20,1408,0.0225,0–1,16950603
2,342405,5.479,0–1,16950603
21–50,314,0.005,0–1,16950603
3,71145,1.1384,0–1,16950603
4,23124,0.37,0–1,16950603
5,11193,0.1791,0–1,16950603
51–100,79,0.0013,0–1,16950603
6–10,8927,0.1428,0–1,16950603
>100,82,0.0013,0–1,16950603
1,509007,50.5931,"1,000–10,000",16950603
11–20,26885,2.6723,"1,000–10,000",16950603
2,183264,18.2156,"1,000–10,000",16950603
21–50,5742,0.5707,"1,000–10,000",16950603
3,99960,9.9356,"1,000–10,000",16950603
4,61355,6.0984,"1,000–10,000",16950603
5,40068,3.9826,"1,000–10,000",16950603
51–100,325,0.0323,"1,000–10,000",16950603
6–10,79400,7.892,"1,000–10,000",16950603
>100,74,0.0074,"1,000–10,000",16950603
1,142422,49.1526,"10,000–100,000",16950603
11–20,11962,4.1283,"10,000–100,000",16950603
2,51622,17.8157,"10,000–100,000",16950603
21–50,4320,1.4909,"10,000–100,000",16950603
3,26268,9.0656,"10,000–100,000",16950603
4,16504,5.6958,"10,000–100,000",16950603
5,10994,3.7942,"10,000–100,000",16950603
51–100,414,0.1429,"10,000–100,000",16950603
6–10,25134,8.6742,"10,000–100,000",16950603
>100,115,0.0397,"10,000–100,000",16950603
1,1863291,68.5873,"100–1,000",16950603
11–20,14019,0.516,"100–1,000",16950603
2,441339,16.2456,"100–1,000",16950603
21–50,2218,0.0816,"100–1,000",16950603
3,184049,6.7748,"100–1,000",16950603
4,90202,3.3203,"100–1,000",16950603
5,49378,1.8176,"100–1,000",16950603
51–100,110,0.004,"100–1,000",16950603
6–10,72027,2.6513,"100–1,000",16950603
>100,38,0.0014,"100–1,000",16950603
1,8879305,85.4017,1–100,16950603
11–20,7615,0.0732,1–100,16950603
2,1083522,10.4214,1–100,16950603
21–50,1250,0.012,1–100,16950603
3,250526,2.4096,1–100,16950603
4,90073,0.8663,1–100,16950603
5,40209,0.3867,1–100,16950603
51–100,95,0.0009,1–100,16950603
6–10,44451,0.4275,1–100,16950603
>100,64,0.0006,1–100,16950603
1,70815,62.9937,">100,000",16950603
11–20,2614,2.3253,">100,000",16950603
2,17767,15.8047,">100,000",16950603
21–50,1221,1.0861,">100,000",16950603
3,7570,6.7339,">100,000",16950603
4,4264,3.7931,">100,000",16950603
5,2472,2.199,">100,000",16950603
51–100,222,0.1975,">100,000",16950603
6–10,5312,4.7253,">100,000",16950603
>100,159,0.1414,">100,000",16950603
0,43616,0.688,0–1,17162287
1,5827760,91.9245,0–1,17162287
11–20,1443,0.0228,0–1,17162287
2,349160,5.5075,0–1,17162287
21–50,301,0.0047,0–1,17162287
3,72969,1.151,0–1,17162287
4,23713,0.374,0–1,17162287
5,11466,0.1809,0–1,17162287
51–100,83,0.0013,0–1,17162287
6–10,9133,0.1441,0–1,17162287
>100,82,0.0013,0–1,17162287
1,500052,50.4693,"1,000–10,000",17162287
11–20,27538,2.7794,"1,000–10,000",17162287
2,177743,17.9393,"1,000–10,000",17162287
21–50,5979,0.6034,"1,000–10,000",17162287
3,98184,9.9095,"1,000–10,000",17162287
4,60584,6.1146,"1,000–10,000",17162287
5,39976,4.0347,"1,000–10,000",17162287
51–100,346,0.0349,"1,000–10,000",17162287
6–10,80329,8.1074,"1,000–10,000",17162287
>100,74,0.0075,"1,000–10,000",17162287
1,143469,49.7167,"10,000–100,000",17162287
11–20,11861,4.1102,"10,000–100,000",17162287
2,50904,17.6399,"10,000–100,000",17162287
21–50,4261,1.4766,"10,000–100,000",17162287
3,25983,9.004,"10,000–100,000",17162287
4,16157,5.5989,"10,000–100,000",17162287
5,10708,3.7107,"10,000–100,000",17162287
51–100,432,0.1497,"10,000–100,000",17162287
6–10,24677,8.5514,"10,000–100,000",17162287
>100,121,0.0419,"10,000–100,000",17162287
1,1938325,68.6447,"100–1,000",17162287
11–20,14975,0.5303,"100–1,000",17162287
2,454592,16.0991,"100–1,000",17162287
21–50,2323,0.0823,"100–1,000",17162287
3,190638,6.7513,"100–1,000",17162287
4,94561,3.3488,"100–1,000",17162287
5,51978,1.8408,"100–1,000",17162287
51–100,110,0.0039,"100–1,000",17162287
6–10,76163,2.6973,"100–1,000",17162287
>100,40,0.0014,"100–1,000",17162287
1,9030884,85.3809,1–100,17162287
11–20,7918,0.0749,1–100,17162287
2,1101858,10.4173,1–100,17162287
21–50,1338,0.0126,1–100,17162287
3,255753,2.418,1–100,17162287
4,92408,0.8737,1–100,17162287
5,41151,0.3891,1–100,17162287
51–100,108,0.001,1–100,17162287
6–10,45684,0.4319,1–100,17162287
>100,71,0.0007,1–100,17162287
1,71948,63.8216,">100,000",17162287
11–20,2549,2.2611,">100,000",17162287
2,17408,15.4418,">100,000",17162287
21–50,1231,1.092,">100,000",17162287
3,7454,6.6121,">100,000",17162287
4,4131,3.6644,">100,000",17162287
5,2431,2.1564,">100,000",17162287
51–100,219,0.1943,">100,000",17162287
6–10,5194,4.6073,">100,000",17162287
>100,168,0.149,">100,000",17162287
0,43618,0.6662,0–1,17382266
1,6012519,91.8388,0–1,17382266
11–20,1632,0.0249,0–1,17382266
2,364249,5.5638,0–1,17382266
21–50,346,0.0053,0–1,17382266
3,76615,1.1703,0–1,17382266
4,25581,0.3907,0–1,17382266
5,12176,0.186,0–1,17382266
51–100,96,0.0015,0–1,17382266
6–10,9895,0.1511,0–1,17382266
>100,92,0.0014,0–1,17382266
1,468310,49.9659,"1,000–10,000",17382266
11–20,28866,3.0798,"1,000–10,000",17382266
2,164601,17.562,"1,000–10,000",17382266
21–50,6568,0.7008,"1,000–10,000",17382266
3,91671,9.7808,"1,000–10,000",17382266
4,57762,6.1629,"1,000–10,000",17382266
5,38846,4.1446,"1,000–10,000",17382266
51–100,370,0.0395,"1,000–10,000",17382266
6–10,80178,8.5545,"1,000–10,000",17382266
>100,87,0.0093,"1,000–10,000",17382266
1,138307,50.7083,"10,000–100,000",17382266
11–20,11328,4.1533,"10,000–100,000",17382266
2,47716,17.4944,"10,000–100,000",17382266
21–50,4136,1.5164,"10,000–100,000",17382266
3,23601,8.653,"10,000–100,000",17382266
4,14666,5.3771,"10,000–100,000",17382266
5,9763,3.5795,"10,000–100,000",17382266
51–100,439,0.161,"10,000–100,000",17382266
6–10,22671,8.312,"10,000–100,000",17382266
>100,123,0.0451,"10,000–100,000",17382266
1,1908372,67.8075,"100–1,000",17382266
11–20,17218,0.6118,"100–1,000",17382266
2,450671,16.0131,"100–1,000",17382266
21–50,2655,0.0943,"100–1,000",17382266
3,195224,6.9366,"100–1,000",17382266
4,99727,3.5435,"100–1,000",17382266
5,55936,1.9875,"100–1,000",17382266
51–100,138,0.0049,"100–1,000",17382266
6–10,84415,2.9994,"100–1,000",17382266
>100,41,0.0015,"100–1,000",17382266
1,9204992,84.8611,1–100,17382266
11–20,8940,0.0824,1–100,17382266
2,1154665,10.6449,1–100,17382266
21–50,1489,0.0137,1–100,17382266
3,277621,2.5594,1–100,17382266
4,101589,0.9366,1–100,17382266
5,45874,0.4229,1–100,17382266
51–100,120,0.0011,1–100,17382266
6–10,51774,0.4773,1–100,17382266
>100,68,0.0006,1–100,17382266
1,70360,64.5463,">100,000",17382266
11–20,2390,2.1925,">100,000",17382266
2,16702,15.322,">100,000",17382266
21–50,1188,1.0898,">100,000",17382266
3,7047,6.4647,">100,000",17382266
4,3939,3.6135,">100,000",17382266
5,2247,2.0613,">100,000",17382266
51–100,206,0.189,">100,000",17382266
6–10,4754,4.3612,">100,000",17382266
>100,174,0.1596,">100,000",17382266
0,41645,0.5978,0–1,17595510
1,6411682,92.0382,0–1,17595510
11–20,1782,0.0256,0–1,17595510
2,381457,5.4757,0–1,17595510
21–50,364,0.0052,0–1,17595510
3,79764,1.145,0–1,17595510
4,26532,0.3809,0–1,17595510
5,12542,0.18,0–1,17595510
51–100,106,0.0015,0–1,17595510
6–10,10358,0.1487,0–1,17595510
>100,98,0.0014,0–1,17595510
1,443074,49.111,"1,000–10,000",17595510
11–20,29193,3.2358,"1,000–10,000",17595510
2,159233,17.6496,"1,000–10,000",17595510
21–50,6733,0.7463,"1,000–10,000",17595510
3,89377,9.9067,"1,000–10,000",17595510
4,56665,6.2808,"1,000–10,000",17595510
5,38013,4.2134,"1,000–10,000",17595510
51–100,382,0.0423,"1,000–10,000",17595510
6–10,79431,8.8043,"1,000–10,000",17595510
>100,88,0.0098,"1,000–10,000",17595510
1,135944,50.6205,"10,000–100,000",17595510
11–20,11119,4.1403,"10,000–100,000",17595510
2,47175,17.5662,"10,000–100,000",17595510
21–50,4098,1.5259,"10,000–100,000",17595510
3,23132,8.6135,"10,000–100,000",17595510
4,14377,5.3535,"10,000–100,000",17595510
5,9688,3.6075,"10,000–100,000",17595510
51–100,452,0.1683,"10,000–100,000",17595510
6–10,22450,8.3596,"10,000–100,000",17595510
>100,120,0.0447,"10,000–100,000",17595510
1,1756709,66.8339,"100–1,000",17595510
11–20,17995,0.6846,"100–1,000",17595510
2,424248,16.1405,"100–1,000",17595510
21–50,2834,0.1078,"100–1,000",17595510
3,188144,7.1579,"100–1,000",17595510
4,97599,3.7131,"100–1,000",17595510
5,55695,2.1189,"100–1,000",17595510
51–100,142,0.0054,"100–1,000",17595510
6–10,85060,3.2361,"100–1,000",17595510
>100,45,0.0017,"100–1,000",17595510
1,8950987,84.3362,1–100,17595510
11–20,9460,0.0891,1–100,17595510
2,1156861,10.8999,1–100,17595510
21–50,1618,0.0152,1–100,17595510
3,284502,2.6806,1–100,17595510
4,105744,0.9963,1–100,17595510
5,48795,0.4597,1–100,17595510
51–100,125,0.0012,1–100,17595510
6–10,55290,0.5209,1–100,17595510
>100,74,0.0007,1–100,17595510
1,68208,64.2236,">100,000",17595510
11–20,2368,2.2297,">100,000",17595510
2,16272,15.3215,">100,000",17595510
21–50,1158,1.0904,">100,000",17595510
3,6966,6.5591,">100,000",17595510
4,3853,3.6279,">100,000",17595510
5,2229,2.0988,">100,000",17595510
51–100,200,0.1883,">100,000",17595510
6–10,4766,4.4876,">100,000",17595510
>100,184,0.1733,">100,000",17595510
0,41623,0.588,0–1,17816434
1,6512922,92.0094,0–1,17816434
11–20,1985,0.028,0–1,17816434
2,389377,5.5008,0–1,17816434
21–50,391,0.0055,0–1,17816434
3,81405,1.15,0–1,17816434
4,27053,0.3822,0–1,17816434
5,12822,0.1811,0–1,17816434
51–100,108,0.0015,0–1,17816434
6–10,10751,0.1519,0–1,17816434
>100,105,0.0015,0–1,17816434
1,448057,49.0433,"1,000–10,000",17816434
11–20,29514,3.2305,"1,000–10,000",17816434
2,161532,17.6809,"1,000–10,000",17816434
21–50,6865,0.7514,"1,000–10,000",17816434
3,90687,9.9264,"1,000–10,000",17816434
4,57413,6.2843,"1,000–10,000",17816434
5,38689,4.2348,"1,000–10,000",17816434
51–100,394,0.0431,"1,000–10,000",17816434
6–10,80345,8.7944,"1,000–10,000",17816434
>100,99,0.0108,"1,000–10,000",17816434
1,136431,50.306,"10,000–100,000",17816434
11–20,11372,4.1932,"10,000–100,000",17816434
2,47622,17.5596,"10,000–100,000",17816434
21–50,4166,1.5361,"10,000–100,000",17816434
3,23444,8.6445,"10,000–100,000",17816434
4,14764,5.4439,"10,000–100,000",17816434
5,9852,3.6327,"10,000–100,000",17816434
51–100,464,0.1711,"10,000–100,000",17816434
6–10,22963,8.4671,"10,000–100,000",17816434
>100,124,0.0457,"10,000–100,000",17816434
1,1819763,67.2564,"100–1,000",17816434
11–20,18543,0.6853,"100–1,000",17816434
2,432123,15.9708,"100–1,000",17816434
21–50,2954,0.1092,"100–1,000",17816434
3,190582,7.0437,"100–1,000",17816434
4,98716,3.6484,"100–1,000",17816434
5,56268,2.0796,"100–1,000",17816434
51–100,161,0.006,"100–1,000",17816434
6–10,86554,3.1989,"100–1,000",17816434
>100,46,0.0017,"100–1,000",17816434
1,9116243,84.3124,1–100,17816434
11–20,9866,0.0912,1–100,17816434
2,1175667,10.8733,1–100,17816434
21–50,1679,0.0155,1–100,17816434
3,291279,2.6939,1–100,17816434
4,109099,1.009,1–100,17816434
5,50720,0.4691,1–100,17816434
51–100,136,0.0013,1–100,17816434
6–10,57693,0.5336,1–100,17816434
>100,74,0.0007,1–100,17816434
1,63519,59.7871,">100,000",17816434
11–20,2453,2.3089,">100,000",17816434
2,18824,17.718,">100,000",17816434
21–50,1213,1.1417,">100,000",17816434
3,7776,7.3191,">100,000",17816434
4,4503,4.2384,">100,000",17816434
5,2488,2.3418,">100,000",17816434
51–100,204,0.192,">100,000",17816434
6–10,5078,4.7797,">100,000",17816434
>100,184,0.1732,">100,000",17816434
0,41626,0.5701,0–1,18037988
1,6707497,91.8722,0–1,18037988
11–20,2194,0.0301,0–1,18037988
2,409029,5.6024,0–1,18037988
21–50,414,0.0057,0–1,18037988
3,86089,1.1792,0–1,18037988
4,29022,0.3975,0–1,18037988
5,13456,0.1843,0–1,18037988
51–100,117,0.0016,0–1,18037988
6–10,11347,0.1554,0–1,18037988
>100,111,0.0015,0–1,18037988
1,426192,48.8059,"1,000–10,000",18037988
11–20,29528,3.3814,"1,000–10,000",18037988
2,153559,17.585,"1,000–10,000",18037988
21–50,7081,0.8109,"1,000–10,000",18037988
3,86043,9.8533,"1,000–10,000",18037988
4,54876,6.2842,"1,000–10,000",18037988
5,37261,4.267,"1,000–10,000",18037988
51–100,417,0.0478,"1,000–10,000",18037988
6–10,78178,8.9526,"1,000–10,000",18037988
>100,104,0.0119,"1,000–10,000",18037988
1,131479,50.821,"10,000–100,000",18037988
11–20,10475,4.0489,"10,000–100,000",18037988
2,45847,17.7214,"10,000–100,000",18037988
21–50,3929,1.5187,"10,000–100,000",18037988
3,22026,8.5138,"10,000–100,000",18037988
4,13707,5.2982,"10,000–100,000",18037988
5,9267,3.582,"10,000–100,000",18037988
51–100,470,0.1817,"10,000–100,000",18037988
6–10,21375,8.2621,"10,000–100,000",18037988
>100,135,0.0522,"10,000–100,000",18037988
1,1729744,66.2438,"100–1,000",18037988
11–20,19980,0.7652,"100–1,000",18037988
2,420938,16.1206,"100–1,000",18037988
21–50,3216,0.1232,"100–1,000",18037988
3,189719,7.2656,"100–1,000",18037988
4,99685,3.8176,"100–1,000",18037988
